order_id,order_date,city,dark_store,category,time_slot,order_type,items,rating,tip,order_value,delivery_min,courier_id
ORD-17688,2024-06-10,Pune,DS-02,Beverages,Night,Standard,2,4,30,466,26,CR-90
ORD-17689,2024-08-09,Bengaluru,DS-01,Household,Afternoon,Standard,1,4,20,514,22,CR-52
ORD-17690,2024-10-01,Hyderabad,DS-05,Grocery,Afternoon,Standard,2,4,30,266,32,CR-30
ORD-17691,2024-11-18,Delhi,DS-07,Dairy,Night,Standard,4,2,30,407,36,CR-185
ORD-17692,2024-11-25,Bengaluru,DS-08,Personal Care,Morning,Express,1,5,30,359,5,CR-28
ORD-17693,2024-05-27,Mumbai,DS-08,Grocery,Night,Express,5,5,0,432,25,CR-181
ORD-17694,2024-06-07,Chennai,DS-08,Snacks,Morning,Express,3,5,10,595,17,CR-28
ORD-17695,2024-01-05,Delhi,DS-02,Frozen,Afternoon,Standard,6,3,30,329,25,CR-86
ORD-17696,2024-05-12,Hyderabad,DS-06,Snacks,Night,Express,1,3,30,468,19,CR-61
ORD-17697,2024-04-17,Hyderabad,DS-03,Snacks,Afternoon,Express,5,5,0,639,9,CR-135
ORD-17698,2024-06-08,Bengaluru,DS-01,Dairy,Afternoon,Standard,5,5,10,300,13,CR-105
ORD-17699,2024-08-04,Mumbai,DS-06,Snacks,Night,Standard,5,3,0,625,23,CR-78
ORD-17700,2024-07-18,Delhi,DS-04,Frozen,Morning,Express,3,5,10,403,9,CR-100
ORD-17701,2024-07-24,Chennai,DS-06,Household,Evening,Standard,3,3,10,165,25,CR-95
ORD-17702,2024-01-24,Hyderabad,DS-01,Dairy,Night,Standard,5,3,0,553,32,CR-39
ORD-17703,2024-11-23,Hyderabad,DS-07,Personal Care,Morning,Standard,4,5,10,511,32,CR-179
ORD-17704,2024-06-25,Delhi,DS-05,Household,Evening,Express,3,5,30,457,24,CR-207
ORD-17705,2024-06-22,Mumbai,DS-08,Grocery,Morning,Standard,2,2,30,494,35,CR-1
ORD-17706,2024-11-17,Bengaluru,DS-03,Grocery,Evening,Express,5,4,20,409,14,CR-200
ORD-17707,2024-05-18,Bengaluru,DS-01,Snacks,Afternoon,Standard,2,3,0,613,20,CR-60
ORD-17708,2024-06-21,Pune,DS-07,Snacks,Morning,Standard,2,1,10,412,37,CR-72
ORD-17709,2024-11-06,Mumbai,DS-06,Beverages,Night,Express,1,4,10,448,16,CR-17
ORD-17710,2024-03-06,Delhi,DS-07,Beverages,Night,Standard,6,3,20,365,45,CR-216
ORD-17711,2024-12-02,Delhi,DS-03,Snacks,Evening,Standard,5,3,20,601,20,CR-68
ORD-17712,2024-06-22,Delhi,DS-06,Dairy,Morning,Express,6,5,30,342,18,CR-168
ORD-17713,2024-07-01,Chennai,DS-06,Dairy,Afternoon,Express,1,3,20,440,4,CR-123
ORD-17714,2024-10-16,Pune,DS-06,Frozen,Morning,Express,3,4,10,219,17,CR-36
ORD-17715,2024-11-14,Chennai,DS-01,Frozen,Morning,Standard,3,5,0,422,25,CR-66
ORD-17716,2024-08-20,Pune,DS-06,Dairy,Evening,Standard,4,4,20,442,30,CR-216
ORD-17717,2024-10-12,Mumbai,DS-06,Household,Morning,Express,5,4,10,413,14,CR-120
ORD-17718,2024-10-08,Chennai,DS-04,Personal Care,Morning,Standard,6,4,20,645,18,CR-194
ORD-17719,2024-05-16,Mumbai,DS-05,Beverages,Morning,Express,2,4,0,475,6,CR-210
ORD-17720,2024-11-03,Bengaluru,DS-07,Frozen,Morning,Standard,2,1,30,626,35,CR-148
ORD-17721,2024-05-03,Chennai,DS-02,Frozen,Morning,Express,5,3,0,517,14,CR-33
ORD-17722,2024-11-03,Chennai,DS-01,Snacks,Night,Express,1,5,10,568,28,CR-75
ORD-17723,2024-10-02,Pune,DS-07,Household,Afternoon,Standard,2,3,10,648,31,CR-143
ORD-17724,2024-04-22,Hyderabad,DS-04,Grocery,Afternoon,Standard,1,5,30,295,30,CR-11
ORD-17725,2024-01-13,Chennai,DS-07,Snacks,Morning,Express,1,4,20,482,34,CR-208
ORD-17726,2024-02-02,Mumbai,DS-06,Snacks,Morning,Express,2,5,10,421,18,CR-157
ORD-17727,2024-08-28,Bengaluru,DS-06,Beverages,Night,Express,6,3,20,557,32,CR-32
ORD-17728,2024-02-20,Chennai,DS-02,Beverages,Afternoon,Standard,4,5,0,515,13,CR-114
ORD-17729,2024-02-12,Mumbai,DS-03,Personal Care,Afternoon,Standard,5,3,30,304,27,CR-9
ORD-17730,2024-02-28,Pune,DS-02,Dairy,Afternoon,Express,6,5,10,504,12,CR-69
ORD-17731,2024-10-02,Pune,DS-06,Dairy,Morning,Standard,6,4,20,482,27,CR-77
ORD-17732,2024-09-06,Bengaluru,DS-03,Grocery,Evening,Express,4,5,20,522,14,CR-41
ORD-17733,2024-07-28,Hyderabad,DS-01,Snacks,Evening,Standard,3,3,30,383,29,CR-18
ORD-17734,2024-12-24,Hyderabad,DS-02,Beverages,Morning,Standard,6,5,0,482,24,CR-182
ORD-17735,2024-02-11,Hyderabad,DS-06,Dairy,Morning,Express,6,5,0,353,17,CR-177
ORD-17736,2024-10-03,Hyderabad,DS-07,Snacks,Morning,Standard,3,2,10,528,38,CR-206
ORD-17737,2024-02-01,Pune,DS-02,Frozen,Night,Express,5,3,10,191,23,CR-38
ORD-17738,2024-09-18,Delhi,DS-07,Personal Care,Night,Express,3,4,0,486,30,CR-152
ORD-17739,2024-02-02,Delhi,DS-07,Frozen,Afternoon,Standard,4,1,10,610,35,CR-6
ORD-17740,2024-10-28,Hyderabad,DS-02,Grocery,Evening,Standard,2,3,30,513,21,CR-169
ORD-17741,2024-10-05,Delhi,DS-04,Dairy,Morning,Express,2,5,0,545,15,CR-63
ORD-17742,2024-06-17,Mumbai,DS-02,Snacks,Evening,Standard,5,4,30,366,23,CR-52
ORD-17743,2024-03-16,Mumbai,DS-05,Grocery,Morning,Standard,1,5,0,379,24,CR-92
ORD-17744,2024-11-11,Hyderabad,DS-02,Dairy,Afternoon,Standard,5,3,20,257,24,CR-110
ORD-17745,2024-04-28,Pune,DS-01,Snacks,Evening,Express,3,5,10,525,18,CR-191
ORD-17746,2024-12-25,Delhi,DS-04,Household,Morning,Express,3,3,10,378,21,CR-155
ORD-17747,2024-03-27,Mumbai,DS-06,Personal Care,Night,Standard,3,3,20,389,23,CR-177
ORD-17748,2024-09-18,Delhi,DS-01,Snacks,Night,Express,6,4,20,335,21,CR-24
ORD-17749,2024-08-04,Hyderabad,DS-06,Beverages,Evening,Standard,3,5,20,388,25,CR-57
ORD-17750,2024-07-08,Hyderabad,DS-02,Household,Morning,Standard,4,4,0,370,19,CR-21
ORD-17751,2024-12-28,Bengaluru,DS-04,Frozen,Morning,Express,4,5,20,657,10,CR-170
ORD-17752,2024-11-24,Mumbai,DS-02,Snacks,Afternoon,Express,6,3,30,541,23,CR-218
ORD-17753,2024-03-03,Delhi,DS-05,Household,Morning,Express,5,4,30,517,17,CR-167
ORD-17754,2024-06-27,Hyderabad,DS-01,Household,Morning,Standard,2,5,0,336,18,CR-201
ORD-17755,2024-09-23,Delhi,DS-07,Beverages,Night,Standard,1,3,10,405,41,CR-168
ORD-17756,2024-08-23,Delhi,DS-01,Dairy,Morning,Express,5,3,0,318,24,CR-105
ORD-17757,2024-05-09,Mumbai,DS-08,Dairy,Afternoon,Express,2,4,20,586,16,CR-149
ORD-17758,2024-03-13,Mumbai,DS-01,Frozen,Afternoon,Express,5,3,10,344,15,CR-56
ORD-17759,2024-09-15,Mumbai,DS-02,Snacks,Night,Express,3,5,20,476,31,CR-18
ORD-17760,2024-07-02,Hyderabad,DS-05,Personal Care,Night,Express,6,4,10,406,27,CR-120
ORD-17761,2024-10-05,Bengaluru,DS-04,Snacks,Evening,Express,3,3,20,674,10,CR-61
ORD-17762,2024-11-23,Bengaluru,DS-02,Household,Evening,Express,5,3,10,439,18,CR-142
ORD-17763,2024-11-04,Pune,DS-06,Dairy,Evening,Express,4,3,30,530,22,CR-20
ORD-17764,2024-12-07,Bengaluru,DS-02,Frozen,Evening,Express,5,5,10,401,22,CR-181
ORD-17765,2024-01-08,Delhi,DS-06,Beverages,Afternoon,Standard,2,4,30,323,20,CR-160
ORD-17766,2024-01-23,Pune,DS-08,Personal Care,Morning,Standard,5,5,10,580,23,CR-202
ORD-17767,2024-12-04,Chennai,DS-02,Household,Night,Standard,3,4,20,505,30,CR-152
ORD-17768,2024-11-16,Hyderabad,DS-06,Beverages,Morning,Express,4,4,10,562,12,CR-95
ORD-17769,2024-10-11,Hyderabad,DS-05,Household,Evening,Standard,6,3,30,251,25,CR-200
ORD-17770,2024-12-20,Delhi,DS-07,Personal Care,Morning,Standard,2,4,30,523,34,CR-25
ORD-17771,2024-07-27,Mumbai,DS-03,Beverages,Evening,Express,3,5,0,340,14,CR-203
ORD-17772,2024-12-16,Delhi,DS-07,Grocery,Afternoon,Standard,4,2,20,428,37,CR-46
ORD-17773,2024-06-09,Mumbai,DS-05,Frozen,Afternoon,Standard,3,4,20,667,17,CR-12
ORD-17774,2024-07-05,Mumbai,DS-05,Beverages,Morning,Express,5,3,20,411,17,CR-212
ORD-17775,2024-01-11,Hyderabad,DS-04,Household,Evening,Standard,2,3,20,75,16,CR-150
ORD-17776,2024-03-11,Mumbai,DS-01,Beverages,Night,Standard,4,5,10,461,29,CR-191
ORD-17777,2024-02-27,Chennai,DS-05,Snacks,Night,Express,6,5,30,474,27,CR-193
ORD-17778,2024-08-23,Mumbai,DS-02,Frozen,Afternoon,Standard,2,4,20,346,17,CR-182
ORD-17779,2024-09-16,Hyderabad,DS-05,Beverages,Morning,Express,1,5,0,327,13,CR-10
ORD-17780,2024-04-14,Bengaluru,DS-08,Personal Care,Night,Standard,5,3,10,160,28,CR-71
ORD-17781,2024-04-11,Hyderabad,DS-02,Snacks,Night,Express,3,3,30,339,29,CR-18
ORD-17782,2024-04-19,Bengaluru,DS-07,Personal Care,Evening,Express,5,4,30,438,27,CR-7
ORD-17783,2024-03-07,Pune,DS-06,Grocery,Evening,Standard,2,4,10,464,21,CR-200
ORD-17784,2024-12-01,Mumbai,DS-06,Beverages,Morning,Express,6,3,0,451,18,CR-194
ORD-17785,2024-08-15,Mumbai,DS-08,Frozen,Afternoon,Standard,4,4,0,223,20,CR-188
ORD-17786,2024-08-16,Bengaluru,DS-07,Frozen,Night,Standard,4,4,0,492,29,CR-100
ORD-17787,2024-04-21,Hyderabad,DS-06,Personal Care,Night,Standard,2,5,10,252,27,CR-192
ORD-17788,2024-10-16,Hyderabad,DS-01,Dairy,Morning,Standard,4,5,20,356,21,CR-46
ORD-17789,2024-11-21,Pune,DS-07,Frozen,Morning,Standard,4,3,30,406,41,CR-215
ORD-17790,2024-07-25,Chennai,DS-02,Frozen,Night,Standard,4,5,30,426,19,CR-43
ORD-17791,2024-05-24,Delhi,DS-07,Dairy,Evening,Standard,6,2,10,160,36,CR-208
ORD-17792,2024-06-18,Hyderabad,DS-08,Snacks,Afternoon,Standard,3,5,0,576,21,CR-161
ORD-17793,2024-08-08,Pune,DS-06,Grocery,Afternoon,Standard,3,3,20,123,24,CR-209
ORD-17794,2024-12-23,Hyderabad,DS-08,Beverages,Afternoon,Standard,5,4,10,315,20,CR-13
ORD-17795,2024-09-01,Mumbai,DS-01,Frozen,Night,Standard,6,5,30,398,19,CR-183
ORD-17796,2024-07-09,Bengaluru,DS-08,Grocery,Night,Express,2,5,20,462,16,CR-31
ORD-17797,2024-07-13,Delhi,DS-01,Dairy,Night,Express,1,5,20,261,17,CR-142
ORD-17798,2024-06-04,Chennai,DS-04,Snacks,Afternoon,Express,5,4,0,729,10,CR-163
ORD-17799,2024-05-19,Bengaluru,DS-01,Grocery,Evening,Express,5,4,20,359,11,CR-176
ORD-17800,2024-08-02,Delhi,DS-02,Grocery,Evening,Express,3,4,30,590,19,CR-201
ORD-17801,2024-07-04,Delhi,DS-08,Snacks,Afternoon,Standard,2,4,10,264,28,CR-132
ORD-17802,2024-03-26,Hyderabad,DS-03,Snacks,Evening,Express,5,5,30,418,14,CR-138
ORD-17803,2024-04-28,Pune,DS-03,Personal Care,Morning,Standard,3,4,30,471,24,CR-172
ORD-17804,2024-07-24,Chennai,DS-04,Personal Care,Afternoon,Express,5,3,0,567,19,CR-2
ORD-17805,2024-02-25,Chennai,DS-06,Grocery,Evening,Express,2,5,10,421,21,CR-120
ORD-17806,2024-08-11,Delhi,DS-03,Dairy,Afternoon,Standard,3,3,0,129,17,CR-125
ORD-17807,2024-10-08,Pune,DS-03,Frozen,Night,Standard,5,4,20,279,29,CR-54
ORD-17808,2024-07-08,Mumbai,DS-06,Beverages,Morning,Express,2,4,10,428,14,CR-49
ORD-17809,2024-12-19,Mumbai,DS-05,Household,Afternoon,Standard,5,3,20,496,16,CR-100
ORD-17810,2024-09-01,Hyderabad,DS-02,Household,Afternoon,Express,6,4,0,449,20,CR-2
ORD-17811,2024-12-12,Hyderabad,DS-01,Grocery,Evening,Standard,4,5,0,520,26,CR-50
ORD-17812,2024-03-16,Chennai,DS-01,Grocery,Afternoon,Express,3,4,20,442,19,CR-57
ORD-17813,2024-01-24,Chennai,DS-05,Dairy,Morning,Standard,3,4,10,497,13,CR-195
ORD-17814,2024-03-01,Chennai,DS-06,Dairy,Morning,Express,5,4,20,292,18,CR-150
ORD-17815,2024-05-26,Hyderabad,DS-02,Grocery,Morning,Express,2,5,10,371,16,CR-216
ORD-17816,2024-01-12,Hyderabad,DS-07,Snacks,Afternoon,Express,2,5,0,291,29,CR-103
ORD-17817,2024-05-12,Mumbai,DS-08,Personal Care,Evening,Express,6,5,10,423,14,CR-89
ORD-17818,2024-08-01,Chennai,DS-01,Dairy,Evening,Express,4,3,10,614,25,CR-71
ORD-17819,2024-05-09,Chennai,DS-02,Snacks,Night,Express,4,5,20,261,31,CR-174
ORD-17820,2024-11-28,Pune,DS-05,Frozen,Morning,Standard,6,3,20,404,24,CR-210
ORD-17821,2024-12-20,Mumbai,DS-03,Household,Night,Standard,2,3,20,239,36,CR-160
ORD-17822,2024-09-27,Bengaluru,DS-05,Grocery,Evening,Standard,2,5,30,470,23,CR-54
ORD-17823,2024-07-12,Hyderabad,DS-04,Grocery,Morning,Express,4,5,0,558,13,CR-88
ORD-17824,2024-01-10,Hyderabad,DS-02,Snacks,Morning,Standard,4,5,30,430,20,CR-187
ORD-17825,2024-04-19,Mumbai,DS-04,Grocery,Morning,Express,1,4,20,473,22,CR-51
ORD-17826,2024-02-22,Hyderabad,DS-07,Snacks,Evening,Standard,5,1,20,212,38,CR-191
ORD-17827,2024-05-12,Bengaluru,DS-02,Household,Night,Express,3,5,30,406,25,CR-185
ORD-17828,2024-09-06,Mumbai,DS-01,Household,Afternoon,Express,4,3,20,483,21,CR-157
ORD-17829,2024-11-15,Mumbai,DS-06,Frozen,Morning,Standard,3,5,0,284,17,CR-86
ORD-17830,2024-08-21,Hyderabad,DS-08,Frozen,Afternoon,Express,1,3,20,426,18,CR-20
ORD-17831,2024-02-09,Mumbai,DS-04,Dairy,Evening,Standard,4,4,0,377,19,CR-49
ORD-17832,2024-10-04,Chennai,DS-05,Snacks,Evening,Standard,2,5,30,387,19,CR-31
ORD-17833,2024-05-01,Chennai,DS-04,Dairy,Night,Standard,5,5,30,441,30,CR-112
ORD-17834,2024-10-01,Bengaluru,DS-07,Beverages,Afternoon,Express,4,3,30,340,18,CR-140
ORD-17835,2024-04-24,Hyderabad,DS-06,Beverages,Afternoon,Standard,5,5,0,457,21,CR-95
ORD-17836,2024-08-18,Mumbai,DS-04,Beverages,Morning,Express,2,3,10,588,20,CR-144
ORD-17837,2024-09-14,Delhi,DS-01,Personal Care,Evening,Standard,2,4,10,305,19,CR-128
ORD-17838,2024-12-25,Hyderabad,DS-07,Grocery,Night,Express,1,3,10,440,37,CR-133
ORD-17839,2024-12-26,Chennai,DS-08,Personal Care,Morning,Standard,4,3,0,462,17,CR-95
ORD-17840,2024-09-25,Mumbai,DS-03,Personal Care,Night,Standard,1,4,30,347,30,CR-7
ORD-17841,2024-08-16,Bengaluru,DS-01,Dairy,Evening,Express,6,4,20,597,21,CR-157
ORD-17842,2024-09-08,Bengaluru,DS-01,Grocery,Night,Express,4,4,30,679,22,CR-64
ORD-17843,2024-09-06,Chennai,DS-02,Beverages,Evening,Express,2,4,0,353,28,CR-69
ORD-17844,2024-06-20,Mumbai,DS-05,Beverages,Morning,Standard,3,3,10,375,19,CR-181
ORD-17845,2024-11-09,Bengaluru,DS-04,Dairy,Morning,Express,3,5,30,241,29,CR-128
ORD-17846,2024-11-12,Hyderabad,DS-05,Frozen,Evening,Standard,3,4,10,463,20,CR-48
ORD-17847,2024-08-22,Pune,DS-02,Frozen,Morning,Express,6,4,10,406,13,CR-84
ORD-17848,2024-07-01,Hyderabad,DS-05,Grocery,Evening,Express,5,3,30,604,29,CR-3
ORD-17849,2024-02-05,Chennai,DS-07,Dairy,Morning,Express,5,4,30,373,28,CR-150
ORD-17850,2024-08-07,Hyderabad,DS-05,Personal Care,Night,Standard,3,4,20,290,30,CR-184
ORD-17851,2024-08-28,Chennai,DS-03,Household,Morning,Standard,4,4,10,495,20,CR-162
ORD-17852,2024-01-18,Hyderabad,DS-08,Grocery,Morning,Express,3,5,0,425,12,CR-139
ORD-17853,2024-05-08,Hyderabad,DS-07,Grocery,Morning,Standard,6,2,20,453,35,CR-36
ORD-17854,2024-04-24,Delhi,DS-08,Frozen,Night,Express,6,3,0,612,25,CR-179
ORD-17855,2024-08-04,Chennai,DS-08,Dairy,Afternoon,Express,1,3,10,335,9,CR-93
ORD-17856,2024-01-14,Hyderabad,DS-04,Snacks,Afternoon,Standard,6,3,10,655,24,CR-171
ORD-17857,2024-04-03,Hyderabad,DS-04,Dairy,Morning,Standard,2,3,0,556,20,CR-175
ORD-17858,2024-10-10,Pune,DS-05,Personal Care,Evening,Standard,6,4,30,316,16,CR-197
ORD-17859,2024-05-14,Delhi,DS-07,Grocery,Evening,Express,2,5,0,169,24,CR-127
ORD-17860,2024-05-18,Pune,DS-04,Dairy,Morning,Express,4,3,20,303,9,CR-69
ORD-17861,2024-10-19,Mumbai,DS-04,Frozen,Afternoon,Express,3,5,10,564,14,CR-169
ORD-17862,2024-04-01,Hyderabad,DS-02,Frozen,Afternoon,Express,6,3,10,530,16,CR-171
ORD-17863,2024-10-15,Mumbai,DS-06,Personal Care,Evening,Standard,5,5,10,538,16,CR-136
ORD-17864,2024-06-27,Hyderabad,DS-02,Household,Night,Express,5,4,20,317,16,CR-105
ORD-17865,2024-06-17,Bengaluru,DS-05,Personal Care,Morning,Express,2,4,30,293,12,CR-140
ORD-17866,2024-05-04,Bengaluru,DS-07,Household,Night,Standard,6,3,10,521,44,CR-90
ORD-17867,2024-09-16,Hyderabad,DS-02,Household,Night,Express,5,5,0,245,21,CR-66
ORD-17868,2024-09-07,Hyderabad,DS-02,Snacks,Evening,Standard,4,3,30,515,31,CR-58
ORD-17869,2024-06-08,Chennai,DS-04,Grocery,Afternoon,Standard,5,5,30,335,26,CR-135
ORD-17870,2024-07-15,Bengaluru,DS-07,Household,Afternoon,Express,4,3,20,315,20,CR-60
ORD-17871,2024-02-10,Mumbai,DS-03,Personal Care,Evening,Express,5,4,30,346,20,CR-3
ORD-17872,2024-01-18,Chennai,DS-05,Dairy,Night,Express,2,4,0,298,19,CR-26
ORD-17873,2024-11-28,Pune,DS-08,Household,Morning,Standard,6,4,0,365,29,CR-195
ORD-17874,2024-12-28,Delhi,DS-02,Household,Morning,Express,3,3,30,281,11,CR-5
ORD-17875,2024-06-07,Chennai,DS-05,Beverages,Evening,Express,4,3,30,481,10,CR-7
ORD-17876,2024-01-17,Chennai,DS-07,Beverages,Evening,Express,6,5,20,510,27,CR-41
ORD-17877,2024-06-10,Delhi,DS-05,Household,Night,Express,4,3,10,387,13,CR-181
ORD-17878,2024-05-11,Bengaluru,DS-05,Household,Evening,Standard,1,4,0,235,21,CR-153
ORD-17879,2024-12-07,Pune,DS-02,Beverages,Afternoon,Express,4,4,0,504,14,CR-212
ORD-17880,2024-09-19,Pune,DS-06,Snacks,Afternoon,Express,2,3,20,234,21,CR-215
ORD-17881,2024-02-04,Chennai,DS-08,Beverages,Afternoon,Standard,2,5,20,306,23,CR-161
ORD-17882,2024-02-11,Bengaluru,DS-02,Beverages,Morning,Standard,4,4,30,587,16,CR-154
ORD-17883,2024-02-27,Bengaluru,DS-02,Household,Afternoon,Standard,6,4,0,557,19,CR-181
ORD-17884,2024-04-21,Delhi,DS-05,Personal Care,Afternoon,Express,1,5,20,217,16,CR-137
ORD-17885,2024-03-22,Bengaluru,DS-03,Dairy,Afternoon,Express,1,3,10,437,20,CR-80
ORD-17886,2024-10-18,Delhi,DS-08,Frozen,Morning,Standard,4,5,30,298,19,CR-167
ORD-17887,2024-06-22,Bengaluru,DS-01,Frozen,Night,Standard,3,4,10,557,20,CR-213
ORD-17888,2024-09-05,Bengaluru,DS-04,Beverages,Morning,Standard,1,5,30,394,23,CR-198
ORD-17889,2024-05-13,Hyderabad,DS-02,Household,Evening,Standard,5,3,0,407,15,CR-218
ORD-17890,2024-06-07,Bengaluru,DS-04,Household,Afternoon,Standard,6,4,0,297,24,CR-127
ORD-17891,2024-06-16,Delhi,DS-07,Household,Morning,Standard,4,1,10,344,40,CR-206
ORD-17892,2024-11-20,Mumbai,DS-07,Snacks,Afternoon,Standard,6,4,0,450,34,CR-121
ORD-17893,2024-11-18,Bengaluru,DS-01,Frozen,Afternoon,Express,6,5,30,300,16,CR-72
ORD-17894,2024-04-07,Hyderabad,DS-04,Beverages,Night,Standard,6,3,10,409,28,CR-31
ORD-17895,2024-01-28,Delhi,DS-02,Grocery,Night,Express,6,4,20,231,21,CR-56
ORD-17896,2024-02-21,Bengaluru,DS-04,Beverages,Afternoon,Standard,5,4,10,359,23,CR-164
ORD-17897,2024-07-13,Chennai,DS-05,Snacks,Evening,Standard,6,4,20,438,21,CR-201
ORD-17898,2024-02-20,Pune,DS-04,Personal Care,Afternoon,Standard,2,3,30,430,20,CR-3
ORD-17899,2024-04-02,Hyderabad,DS-04,Household,Night,Standard,1,3,20,463,28,CR-216
ORD-17900,2024-09-12,Delhi,DS-08,Personal Care,Afternoon,Standard,6,4,30,191,23,CR-106
ORD-17901,2024-10-20,Chennai,DS-04,Beverages,Night,Standard,2,4,0,316,26,CR-137
ORD-17902,2024-03-23,Bengaluru,DS-02,Dairy,Night,Standard,5,3,30,415,25,CR-172
ORD-17903,2024-12-22,Hyderabad,DS-01,Beverages,Morning,Express,1,5,30,454,14,CR-79
ORD-17904,2024-05-02,Chennai,DS-01,Frozen,Morning,Express,5,4,10,326,23,CR-99
ORD-17905,2024-12-04,Pune,DS-06,Personal Care,Night,Standard,4,4,10,350,25,CR-208
ORD-17906,2024-04-11,Delhi,DS-03,Grocery,Afternoon,Express,4,4,20,276,13,CR-52
ORD-17907,2024-02-10,Chennai,DS-07,Grocery,Afternoon,Standard,5,4,20,401,30,CR-196
ORD-17908,2024-03-12,Mumbai,DS-07,Frozen,Evening,Standard,1,1,20,594,35,CR-51
ORD-17909,2024-10-28,Chennai,DS-04,Grocery,Morning,Express,3,3,20,490,14,CR-183
ORD-17910,2024-10-17,Mumbai,DS-01,Household,Afternoon,Standard,4,3,0,404,24,CR-14
ORD-17911,2024-01-07,Pune,DS-05,Grocery,Afternoon,Standard,3,3,20,472,18,CR-199
ORD-17912,2024-12-25,Delhi,DS-08,Household,Morning,Standard,3,4,0,439,17,CR-94
ORD-17913,2024-10-23,Mumbai,DS-02,Dairy,Night,Express,1,4,30,544,21,CR-60
ORD-17914,2024-07-25,Chennai,DS-03,Beverages,Evening,Express,2,4,10,459,10,CR-185
ORD-17915,2024-11-23,Delhi,DS-05,Personal Care,Afternoon,Standard,4,4,10,322,17,CR-14
ORD-17916,2024-08-27,Chennai,DS-07,Dairy,Morning,Express,3,5,10,396,27,CR-1
ORD-17917,2024-06-12,Hyderabad,DS-03,Dairy,Morning,Express,3,3,0,412,25,CR-179
ORD-17918,2024-10-02,Chennai,DS-06,Beverages,Afternoon,Standard,5,5,30,435,29,CR-50
ORD-17919,2024-04-21,Chennai,DS-01,Personal Care,Night,Standard,5,3,0,354,40,CR-182
ORD-17920,2024-11-25,Delhi,DS-08,Personal Care,Night,Standard,3,5,20,478,24,CR-205
ORD-17921,2024-02-28,Mumbai,DS-07,Snacks,Afternoon,Standard,4,2,0,278,37,CR-92
ORD-17922,2024-09-25,Delhi,DS-03,Personal Care,Night,Standard,2,4,10,536,22,CR-64
ORD-17923,2024-01-27,Hyderabad,DS-05,Frozen,Afternoon,Standard,3,3,10,407,14,CR-21
ORD-17924,2024-12-18,Mumbai,DS-06,Personal Care,Night,Express,6,3,10,472,23,CR-31
ORD-17925,2024-02-23,Mumbai,DS-07,Grocery,Night,Standard,5,2,20,351,45,CR-144
ORD-17926,2024-10-21,Bengaluru,DS-04,Personal Care,Afternoon,Standard,4,3,10,373,23,CR-129
ORD-17927,2024-02-03,Delhi,DS-04,Snacks,Afternoon,Standard,5,3,10,687,24,CR-211
ORD-17928,2024-10-04,Delhi,DS-03,Snacks,Afternoon,Standard,4,5,30,540,17,CR-38
ORD-17929,2024-08-26,Hyderabad,DS-02,Dairy,Evening,Express,4,4,10,333,13,CR-96
ORD-17930,2024-07-17,Pune,DS-02,Personal Care,Afternoon,Standard,2,4,0,277,19,CR-184
ORD-17931,2024-01-23,Mumbai,DS-04,Personal Care,Morning,Express,6,4,30,604,10,CR-58
ORD-17932,2024-10-01,Delhi,DS-01,Household,Night,Express,6,5,0,484,28,CR-37
ORD-17933,2024-04-23,Pune,DS-01,Snacks,Morning,Express,3,4,30,447,8,CR-78
ORD-17934,2024-08-09,Mumbai,DS-04,Beverages,Morning,Express,2,3,10,243,22,CR-133
ORD-17935,2024-12-17,Pune,DS-07,Dairy,Afternoon,Standard,3,4,30,525,32,CR-149
ORD-17936,2024-02-27,Chennai,DS-05,Frozen,Afternoon,Express,4,3,10,270,10,CR-200
ORD-17937,2024-06-16,Bengaluru,DS-06,Snacks,Afternoon,Standard,2,3,10,337,19,CR-58
ORD-17938,2024-03-06,Chennai,DS-06,Household,Night,Standard,6,3,0,472,26,CR-127
ORD-17939,2024-08-17,Chennai,DS-02,Frozen,Evening,Express,4,3,30,540,23,CR-15
ORD-17940,2024-07-25,Mumbai,DS-03,Frozen,Evening,Express,1,3,30,181,16,CR-139
ORD-17941,2024-03-02,Delhi,DS-02,Household,Morning,Standard,6,4,10,439,25,CR-81
ORD-17942,2024-01-14,Hyderabad,DS-04,Dairy,Night,Standard,5,2,0,412,37,CR-130
ORD-17943,2024-11-28,Hyderabad,DS-03,Dairy,Night,Express,5,4,10,571,13,CR-94
ORD-17944,2024-03-08,Chennai,DS-07,Personal Care,Evening,Standard,5,4,0,333,34,CR-181
ORD-17945,2024-03-26,Hyderabad,DS-07,Frozen,Afternoon,Express,4,4,30,192,34,CR-66
ORD-17946,2024-03-14,Chennai,DS-02,Frozen,Afternoon,Standard,2,5,30,457,24,CR-133
ORD-17947,2024-07-02,Mumbai,DS-05,Dairy,Night,Express,1,4,30,364,22,CR-112
ORD-17948,2024-07-10,Chennai,DS-07,Household,Morning,Standard,2,4,0,420,33,CR-151
ORD-17949,2024-05-19,Bengaluru,DS-07,Beverages,Evening,Standard,3,3,0,363,38,CR-79
ORD-17950,2024-04-15,Pune,DS-03,Dairy,Afternoon,Express,1,5,0,598,17,CR-75
ORD-17951,2024-03-25,Pune,DS-02,Beverages,Morning,Standard,3,3,10,620,21,CR-113
ORD-17952,2024-07-22,Pune,DS-01,Beverages,Morning,Express,5,3,0,529,22,CR-6
