order_id,order_date,region,channel,revenue
ORD-3380,2024-04-22,South,Partner,699
ORD-3381,2024-04-12,South,Retail,392
ORD-3382,2024-04-28,North,Retail,609
ORD-3383,2024-04-17,East,Partner,504
ORD-3384,2024-04-18,North,Retail,433
ORD-3385,2024-04-23,West,Retail,486
ORD-3386,2024-04-13,West,Retail,317
ORD-3387,2024-04-10,West,Web,345
ORD-3388,2024-04-19,East,Retail,534
ORD-3389,2024-04-11,West,Partner,561
ORD-3390,2024-04-03,West,Retail,678
ORD-3391,2024-04-06,West,Partner,543
ORD-3392,2024-04-20,East,Partner,421
ORD-3393,2024-04-20,North,Web,498
ORD-3394,2024-04-02,South,Partner,495
ORD-3395,2024-04-18,East,Web,496
ORD-3396,2024-04-12,South,Partner,523
ORD-3397,2024-04-20,North,Partner,351
ORD-3398,2024-04-02,North,Web,400
ORD-3399,2024-04-27,South,Retail,490
ORD-3400,2024-04-22,South,Web,438
ORD-3401,2024-04-03,North,Partner,467
ORD-3402,2024-04-14,North,Partner,501
ORD-3403,2024-04-19,South,Partner,596
ORD-3404,2024-04-19,North,Retail,510
ORD-3405,2024-04-16,West,Web,487
ORD-3406,2024-04-07,East,Retail,447
ORD-3407,2024-04-23,North,Retail,354
ORD-3408,2024-04-26,West,Partner,548
ORD-3409,2024-04-27,East,Retail,592
ORD-3410,2024-04-09,South,Partner,532
ORD-3411,2024-04-18,North,Retail,483
ORD-3412,2024-04-17,South,Web,534
ORD-3413,2024-04-20,North,Retail,536
ORD-3414,2024-04-13,East,Web,622
ORD-3415,2024-04-23,South,Partner,510
ORD-3416,2024-04-28,East,Partner,471
ORD-3417,2024-04-07,North,Partner,635
ORD-3418,2024-04-03,East,Web,514
ORD-3419,2024-04-01,South,Partner,453
ORD-3420,2024-04-17,West,Retail,579
ORD-3421,2024-04-14,West,Partner,431
ORD-3422,2024-04-13,North,Partner,418
ORD-3423,2024-04-22,East,Partner,408
ORD-3424,2024-04-07,West,Partner,547
ORD-3425,2024-04-14,West,Partner,566
ORD-3426,2024-04-04,East,Web,503
ORD-3427,2024-04-23,South,Partner,337
ORD-3428,2024-04-12,South,Web,344
ORD-3429,2024-04-04,South,Web,404
ORD-3430,2024-04-23,North,Web,453
ORD-3431,2024-04-26,South,Web,501
ORD-3432,2024-04-27,East,Partner,494
ORD-3433,2024-04-03,North,Retail,619
ORD-3434,2024-04-05,South,Web,454
ORD-3435,2024-04-06,South,Partner,472
ORD-3436,2024-04-18,North,Partner,405
ORD-3437,2024-04-07,North,Partner,534
ORD-3438,2024-04-16,North,Web,531
ORD-3439,2024-04-06,West,Partner,596
ORD-3440,2024-04-01,West,Web,550
ORD-3441,2024-04-17,East,Retail,639
ORD-3442,2024-04-20,West,Partner,695
ORD-3443,2024-04-23,North,Retail,345
ORD-3444,2024-04-01,East,Retail,403
ORD-3445,2024-04-11,West,Partner,508
ORD-3446,2024-04-01,West,Web,679
ORD-3447,2024-04-12,East,Retail,444
ORD-3448,2024-04-14,East,Retail,509
ORD-3449,2024-04-03,South,Retail,575
ORD-3450,2024-04-06,North,Partner,553
ORD-3451,2024-04-09,South,Retail,646
ORD-3452,2024-04-09,East,Retail,403
ORD-3453,2024-04-09,North,Retail,367
ORD-3454,2024-04-16,East,Partner,547
ORD-3455,2024-04-04,West,Retail,459
ORD-3456,2024-04-27,East,Retail,488
ORD-3457,2024-04-09,North,Retail,392
ORD-3458,2024-04-09,North,Partner,463
ORD-3459,2024-04-16,West,Web,644
ORD-3460,2024-04-14,North,Retail,439
ORD-3461,2024-04-18,North,Retail,473
ORD-3462,2024-04-21,North,Retail,413
ORD-3463,2024-04-16,South,Partner,592
ORD-3464,2024-04-25,North,Partner,446
ORD-3465,2024-04-07,East,Retail,455
ORD-3466,2024-04-17,West,Web,512
ORD-3467,2024-04-23,East,Web,530
ORD-3468,2024-04-02,South,Partner,494
ORD-3469,2024-04-08,South,Retail,607
ORD-3470,2024-04-01,North,Web,544
ORD-3471,2024-04-17,West,Retail,494
ORD-3472,2024-04-05,West,Partner,591
ORD-3473,2024-04-13,West,Web,550
ORD-3474,2024-04-28,East,Retail,595
ORD-3475,2024-04-27,South,Web,582
ORD-3476,2024-04-26,West,Partner,483
ORD-3477,2024-04-01,North,Partner,550
ORD-3478,2024-04-28,East,Retail,586
ORD-3479,2024-04-06,West,Retail,506
ORD-3480,2024-04-17,East,Partner,493
ORD-3481,2024-04-10,North,Web,472
ORD-3482,2024-04-13,North,Web,535
ORD-3483,2024-04-04,South,Web,542
ORD-3484,2024-04-03,East,Partner,499
ORD-3485,2024-04-01,North,Partner,375
ORD-3486,2024-04-15,East,Retail,451
ORD-3487,2024-04-10,South,Partner,474
ORD-3488,2024-04-08,North,Retail,615
ORD-3489,2024-04-28,West,Retail,488
ORD-3490,2024-04-15,South,Web,676
ORD-3491,2024-04-07,South,Partner,483
ORD-3492,2024-04-20,South,Partner,473
ORD-3493,2024-04-09,North,Retail,576
ORD-3494,2024-04-18,East,Retail,573
ORD-3495,2024-04-01,East,Web,630
ORD-3496,2024-04-28,North,Partner,393
ORD-3497,2024-04-12,East,Partner,510
ORD-3498,2024-04-26,South,Retail,435
ORD-3499,2024-04-24,North,Retail,525
ORD-3500,2024-04-15,North,Web,577
ORD-3501,2024-04-28,South,Partner,535
ORD-3502,2024-04-12,East,Web,620
ORD-3503,2024-04-08,North,Partner,407
ORD-3504,2024-04-14,North,Partner,403
ORD-3505,2024-04-09,East,Web,403
ORD-3506,2024-04-24,South,Retail,543
ORD-3507,2024-04-13,East,Web,324
ORD-3508,2024-04-23,North,Partner,492
ORD-3509,2024-04-11,North,Web,455
ORD-3510,2024-04-25,West,Web,629
ORD-3511,2024-04-16,West,Web,401
ORD-3512,2024-04-12,North,Partner,574
ORD-3513,2024-04-04,North,Web,550
ORD-3514,2024-04-11,West,Web,500
ORD-3515,2024-04-18,South,Retail,427
ORD-3516,2024-04-21,South,Partner,406
ORD-3517,2024-04-01,East,Partner,521
ORD-3518,2024-04-16,East,Web,643
ORD-3519,2024-04-08,South,Web,446
ORD-3520,2024-04-08,South,Partner,485
ORD-3521,2024-04-15,West,Web,509
ORD-3522,2024-04-20,West,Retail,721
ORD-3523,2024-04-07,East,Web,518
ORD-3524,2024-04-01,West,Partner,375
ORD-3525,2024-04-09,North,Web,353
ORD-3526,2024-04-12,East,Partner,699
ORD-3527,2024-04-01,North,Partner,395
ORD-3528,2024-04-17,West,Web,614
ORD-3529,2024-04-20,North,Retail,387
ORD-3530,2024-04-08,South,Partner,494
ORD-3531,2024-04-12,East,Retail,504
ORD-3532,2024-04-19,North,Web,626
ORD-3533,2024-04-24,West,Retail,587
ORD-3534,2024-04-27,East,Web,472
ORD-3535,2024-04-26,West,Web,474
ORD-3536,2024-04-24,North,Partner,578
ORD-3537,2024-04-07,North,Partner,490
ORD-3538,2024-04-17,East,Partner,394
ORD-3539,2024-04-28,South,Partner,703
ORD-3540,2024-04-25,East,Web,455
ORD-3541,2024-04-21,North,Partner,573
ORD-3542,2024-04-22,East,Web,606
ORD-3543,2024-04-16,East,Partner,465
ORD-3544,2024-04-22,West,Partner,579
ORD-3545,2024-04-21,North,Retail,554
ORD-3546,2024-04-09,East,Retail,472
ORD-3547,2024-04-27,South,Partner,417
ORD-3548,2024-04-28,East,Web,589
ORD-3549,2024-04-06,West,Web,618
ORD-3550,2024-04-11,East,Web,628
ORD-3551,2024-04-15,North,Partner,382
ORD-3552,2024-04-23,East,Web,561
ORD-3553,2024-04-15,North,Partner,440
ORD-3554,2024-04-25,East,Retail,440
ORD-3555,2024-04-24,East,Web,580
ORD-3556,2024-04-25,North,Web,502
ORD-3557,2024-04-20,South,Web,466
ORD-3558,2024-04-21,North,Web,467
ORD-3559,2024-04-23,West,Retail,530
ORD-3560,2024-04-10,East,Partner,430
ORD-3561,2024-04-21,East,Web,348
ORD-3562,2024-04-14,East,Web,604
ORD-3563,2024-04-13,North,Retail,510
ORD-3564,2024-04-02,West,Web,475
ORD-3565,2024-04-06,East,Web,594
ORD-3566,2024-04-12,South,Retail,476
ORD-3567,2024-04-24,North,Retail,513
ORD-3568,2024-04-03,North,Web,279
ORD-3569,2024-04-22,South,Web,472
ORD-3570,2024-04-28,North,Web,611
ORD-3571,2024-04-23,West,Retail,382
ORD-3572,2024-04-21,East,Web,452
ORD-3573,2024-04-18,East,Retail,473
ORD-3574,2024-04-11,South,Web,667
ORD-3575,2024-04-27,North,Retail,485
ORD-3576,2024-04-23,South,Web,459
ORD-3577,2024-04-10,North,Partner,467
ORD-3578,2024-04-01,South,Web,565
ORD-3579,2024-04-01,East,Retail,516
ORD-3580,2024-04-20,South,Web,550
ORD-3581,2024-04-20,South,Web,471
ORD-3582,2024-04-22,North,Web,520
ORD-3583,2024-04-21,South,Retail,451
ORD-3584,2024-04-04,North,Partner,525
ORD-3585,2024-04-03,South,Partner,392
ORD-3586,2024-04-26,East,Partner,502
ORD-3587,2024-04-08,West,Partner,495
ORD-3588,2024-04-22,North,Retail,484
ORD-3589,2024-04-05,West,Partner,474
ORD-3590,2024-04-12,West,Retail,648
ORD-3591,2024-04-08,South,Retail,540
ORD-3592,2024-04-05,West,Web,470
ORD-3593,2024-04-27,West,Web,252
ORD-3594,2024-04-01,North,Web,442
ORD-3595,2024-04-08,North,Web,500
ORD-3596,2024-04-03,East,Retail,553
ORD-3597,2024-04-24,South,Partner,451
ORD-3598,2024-04-13,North,Web,467
ORD-3599,2024-04-02,East,Web,503
ORD-3600,2024-05-06,South,Web,665
ORD-3601,2024-05-18,East,Retail,480
ORD-3602,2024-05-01,North,Web,519
ORD-3603,2024-05-03,West,Web,631
ORD-3604,2024-05-21,East,Retail,422
ORD-3605,2024-05-19,North,Retail,441
ORD-3606,2024-05-15,East,Retail,515
ORD-3607,2024-05-11,South,Web,419
ORD-3608,2024-05-16,East,Partner,375
ORD-3609,2024-05-20,East,Web,408
ORD-3610,2024-05-08,North,Partner,543
ORD-3611,2024-05-14,East,Web,470
ORD-3612,2024-05-09,South,Retail,603
ORD-3613,2024-05-07,South,Web,530
ORD-3614,2024-05-07,North,Retail,480
ORD-3615,2024-05-04,South,Web,401
ORD-3616,2024-05-25,North,Web,361
ORD-3617,2024-05-08,North,Partner,646
ORD-3618,2024-05-10,South,Partner,567
ORD-3619,2024-05-02,South,Web,553
ORD-3620,2024-05-14,South,Partner,470
ORD-3621,2024-05-27,East,Retail,413
ORD-3622,2024-05-21,North,Web,588
ORD-3623,2024-05-19,South,Retail,595
ORD-3624,2024-05-09,East,Retail,679
ORD-3625,2024-05-25,North,Web,493
ORD-3626,2024-05-25,West,Partner,649
ORD-3627,2024-05-27,North,Retail,575
ORD-3628,2024-05-04,North,Web,491
ORD-3629,2024-05-04,West,Retail,480
ORD-3630,2024-05-26,East,Retail,483
ORD-3631,2024-05-05,North,Web,308
ORD-3632,2024-05-15,North,Partner,415
ORD-3633,2024-05-24,South,Partner,453
ORD-3634,2024-05-22,East,Retail,425
ORD-3635,2024-05-19,South,Web,548
ORD-3636,2024-05-02,East,Web,542
ORD-3637,2024-05-04,East,Retail,442
ORD-3638,2024-05-19,East,Retail,544
ORD-3639,2024-05-22,West,Partner,414
ORD-3640,2024-05-18,South,Web,530
ORD-3641,2024-05-27,East,Partner,399
ORD-3642,2024-05-08,East,Web,521
ORD-3643,2024-05-11,West,Partner,510
ORD-3644,2024-05-28,East,Partner,406
ORD-3645,2024-05-15,South,Web,298
ORD-3646,2024-05-03,East,Retail,555
ORD-3647,2024-05-19,East,Web,375
ORD-3648,2024-05-18,South,Retail,289
ORD-3649,2024-05-02,West,Web,535
ORD-3650,2024-05-15,South,Retail,392
ORD-3651,2024-05-14,East,Web,520
ORD-3652,2024-05-08,North,Partner,473
ORD-3653,2024-05-13,North,Web,440
ORD-3654,2024-05-06,South,Web,376
ORD-3655,2024-05-04,South,Partner,425
ORD-3656,2024-05-06,North,Retail,409
ORD-3657,2024-05-26,North,Retail,380
ORD-3658,2024-05-22,South,Retail,480
ORD-3659,2024-05-02,East,Retail,776
ORD-3660,2024-05-13,North,Retail,537
ORD-3661,2024-05-15,North,Partner,506
ORD-3662,2024-05-15,South,Web,614
ORD-3663,2024-05-12,East,Partner,410
ORD-3664,2024-05-23,North,Web,444
ORD-3665,2024-05-18,South,Web,501
ORD-3666,2024-05-19,North,Retail,494
ORD-3667,2024-05-22,East,Partner,518
ORD-3668,2024-05-08,East,Retail,486
ORD-3669,2024-05-26,North,Retail,368
ORD-3670,2024-05-06,West,Web,602
ORD-3671,2024-05-22,East,Web,474
ORD-3672,2024-05-18,South,Partner,423
ORD-3673,2024-05-20,North,Web,507
ORD-3674,2024-05-12,East,Web,506
ORD-3675,2024-05-22,East,Web,553
ORD-3676,2024-05-08,East,Partner,329
ORD-3677,2024-05-02,North,Web,420
ORD-3678,2024-05-16,West,Retail,493
ORD-3679,2024-05-11,North,Web,464
ORD-3680,2024-05-21,South,Partner,481
ORD-3681,2024-05-04,South,Retail,461
ORD-3682,2024-05-18,South,Web,703
ORD-3683,2024-05-03,East,Retail,628
ORD-3684,2024-05-19,South,Partner,462
ORD-3685,2024-05-25,West,Partner,737
ORD-3686,2024-05-20,North,Web,434
ORD-3687,2024-05-17,South,Web,487
ORD-3688,2024-05-25,South,Partner,556
ORD-3689,2024-05-09,North,Retail,532
ORD-3690,2024-05-04,West,Web,553
ORD-3691,2024-05-25,South,Partner,435
ORD-3692,2024-05-18,West,Web,549
ORD-3693,2024-05-12,West,Retail,485
ORD-3694,2024-05-26,North,Partner,298
ORD-3695,2024-05-21,West,Partner,522
ORD-3696,2024-05-04,South,Web,584
ORD-3697,2024-05-06,North,Retail,545
ORD-3698,2024-05-18,East,Web,451
ORD-3699,2024-05-14,East,Web,374
ORD-3700,2024-05-03,West,Web,267
ORD-3701,2024-05-13,South,Web,449
ORD-3702,2024-05-19,South,Partner,602
ORD-3703,2024-05-09,West,Partner,395
ORD-3704,2024-05-16,South,Web,629
ORD-3705,2024-05-05,South,Web,487
ORD-3706,2024-05-04,North,Web,300
ORD-3707,2024-05-09,South,Retail,476
ORD-3708,2024-05-26,North,Retail,519
ORD-3709,2024-05-04,North,Web,515
ORD-3710,2024-05-10,South,Retail,571
ORD-3711,2024-05-18,West,Partner,599
ORD-3712,2024-05-19,North,Web,407
ORD-3713,2024-05-21,West,Partner,520
ORD-3714,2024-05-18,East,Retail,364
ORD-3715,2024-05-19,East,Retail,522
ORD-3716,2024-05-09,North,Retail,627
ORD-3717,2024-05-23,East,Partner,529
ORD-3718,2024-05-24,East,Web,315
ORD-3719,2024-05-10,East,Retail,471
ORD-3720,2024-05-01,North,Partner,633
ORD-3721,2024-05-13,West,Web,365
ORD-3722,2024-05-15,North,Retail,566
ORD-3723,2024-05-17,North,Retail,340
ORD-3724,2024-05-09,West,Partner,570
ORD-3725,2024-05-13,West,Partner,510
ORD-3726,2024-05-26,North,Retail,557
ORD-3727,2024-05-22,South,Web,370
ORD-3728,2024-05-03,South,Retail,767
ORD-3729,2024-05-14,East,Web,407
ORD-3730,2024-05-19,East,Web,537
ORD-3731,2024-05-02,South,Retail,457
ORD-3732,2024-05-03,South,Partner,477
ORD-3733,2024-05-01,South,Partner,496
ORD-3734,2024-05-16,South,Web,517
ORD-3735,2024-05-05,North,Retail,409
ORD-3736,2024-05-20,North,Web,447
ORD-3737,2024-05-04,North,Retail,525
ORD-3738,2024-05-26,South,Web,484
ORD-3739,2024-05-24,North,Partner,350
ORD-3740,2024-05-10,North,Retail,479
ORD-3741,2024-05-20,South,Web,500
ORD-3742,2024-05-14,South,Web,734
ORD-3743,2024-05-15,North,Web,433
ORD-3744,2024-05-15,West,Retail,576
ORD-3745,2024-05-08,South,Web,364
ORD-3746,2024-05-21,West,Web,409
ORD-3747,2024-05-10,South,Retail,483
ORD-3748,2024-05-01,West,Retail,514
ORD-3749,2024-05-04,South,Retail,393
ORD-3750,2024-05-15,East,Partner,396
ORD-3751,2024-05-02,West,Retail,415
ORD-3752,2024-05-06,East,Partner,540
ORD-3753,2024-05-01,North,Partner,575
ORD-3754,2024-05-08,North,Web,513
ORD-3755,2024-05-13,North,Partner,493
ORD-3756,2024-05-18,North,Web,384
ORD-3757,2024-05-24,West,Web,519
ORD-3758,2024-05-10,West,Partner,467
ORD-3759,2024-05-03,West,Web,424
ORD-3760,2024-05-05,South,Web,551
ORD-3761,2024-05-18,West,Retail,480
ORD-3762,2024-05-25,South,Web,568
ORD-3763,2024-05-21,North,Web,518
ORD-3764,2024-05-07,South,Partner,619
ORD-3765,2024-05-24,West,Web,598
ORD-3766,2024-05-14,North,Partner,571
ORD-3767,2024-05-13,North,Web,468
ORD-3768,2024-05-17,West,Partner,515
ORD-3769,2024-05-19,South,Retail,482
ORD-3770,2024-05-26,East,Partner,525
ORD-3771,2024-05-13,East,Partner,597
ORD-3772,2024-05-04,South,Web,483
ORD-3773,2024-05-11,West,Web,334
ORD-3774,2024-05-07,North,Partner,538
ORD-3775,2024-05-05,South,Retail,496
ORD-3776,2024-05-19,South,Partner,486
ORD-3777,2024-05-22,East,Retail,337
ORD-3778,2024-05-20,East,Partner,537
ORD-3779,2024-05-10,North,Partner,501
ORD-3780,2024-05-13,South,Retail,491
ORD-3781,2024-05-24,North,Web,433
ORD-3782,2024-05-18,South,Web,521
ORD-3783,2024-05-15,West,Partner,428
ORD-3784,2024-05-18,South,Web,443
ORD-3785,2024-05-05,South,Partner,568
ORD-3786,2024-05-09,East,Web,319
ORD-3787,2024-05-17,South,Retail,544
ORD-3788,2024-05-21,South,Partner,536
ORD-3789,2024-05-02,West,Retail,502
ORD-3790,2024-05-03,West,Retail,480
ORD-3791,2024-05-16,West,Partner,471
ORD-3792,2024-05-08,North,Web,461
ORD-3793,2024-05-05,North,Partner,504
ORD-3794,2024-05-10,West,Retail,768
ORD-3795,2024-05-18,West,Retail,401
ORD-3796,2024-05-06,North,Partner,481
ORD-3797,2024-05-15,South,Partner,548
ORD-3798,2024-05-23,East,Web,551
ORD-3799,2024-05-28,North,Web,560
ORD-3800,2024-05-25,West,Web,382
ORD-3801,2024-05-12,West,Web,450
ORD-3802,2024-05-23,West,Web,491
ORD-3803,2024-05-19,West,Partner,488
ORD-3804,2024-05-07,East,Partner,396
ORD-3805,2024-05-16,South,Web,522
ORD-3806,2024-05-01,North,Web,647
ORD-3807,2024-05-18,South,Partner,567
ORD-3808,2024-05-19,East,Retail,462
ORD-3809,2024-05-01,West,Partner,389
ORD-3810,2024-05-25,North,Web,491
ORD-3811,2024-05-07,North,Web,484
ORD-3812,2024-05-08,South,Retail,444
ORD-3813,2024-05-10,North,Web,404
ORD-3814,2024-05-24,East,Partner,450
ORD-3815,2024-05-10,East,Partner,455
ORD-3816,2024-05-05,South,Web,607
ORD-3817,2024-05-11,West,Web,316
ORD-3818,2024-05-17,South,Retail,352
ORD-3819,2024-05-02,South,Web,584
ORD-3820,2024-05-19,East,Partner,373
ORD-3821,2024-05-09,West,Retail,752
ORD-3822,2024-05-19,South,Web,505
ORD-3823,2024-05-05,West,Web,457
ORD-3824,2024-05-14,East,Web,646
ORD-3825,2024-05-23,South,Web,380
ORD-3826,2024-05-08,South,Retail,498
ORD-3827,2024-05-14,East,Retail,662
ORD-3828,2024-05-26,South,Web,482
ORD-3829,2024-05-27,West,Web,450
ORD-3830,2024-05-13,South,Partner,593
ORD-3831,2024-05-27,South,Web,362
ORD-3832,2024-05-03,South,Retail,492
ORD-3833,2024-05-28,West,Web,510
ORD-3834,2024-05-25,North,Web,418
ORD-3835,2024-05-22,East,Retail,543
ORD-3836,2024-05-03,East,Retail,421
ORD-3837,2024-05-23,South,Partner,581
ORD-3838,2024-05-01,West,Partner,523
ORD-3839,2024-05-07,East,Retail,488
ORD-3840,2024-05-03,North,Retail,454
ORD-3841,2024-05-18,North,Retail,604
ORD-3842,2024-05-19,East,Partner,484
ORD-3843,2024-05-11,North,Partner,583
ORD-3844,2024-05-24,East,Retail,507
ORD-3845,2024-05-21,South,Web,450
ORD-3846,2024-05-03,North,Web,586
ORD-3847,2024-05-15,East,Web,484
ORD-3848,2024-05-25,South,Partner,516
ORD-3849,2024-05-02,North,Web,541
ORD-3850,2024-05-28,South,Web,410
ORD-3851,2024-05-20,East,Retail,656
ORD-3852,2024-05-27,North,Web,409
ORD-3853,2024-05-11,East,Retail,377
ORD-3854,2024-05-16,North,Web,555
ORD-3855,2024-05-10,North,Retail,381
ORD-3856,2024-05-07,West,Partner,340
ORD-3857,2024-05-07,North,Partner,520
ORD-3858,2024-05-14,North,Retail,307
ORD-3859,2024-05-18,North,Web,462
ORD-3860,2024-05-08,West,Web,557
ORD-3861,2024-05-12,East,Partner,394
ORD-3862,2024-05-20,North,Partner,356
ORD-3863,2024-05-11,North,Partner,524
ORD-3864,2024-05-16,South,Web,624
ORD-3865,2024-05-22,East,Web,616
ORD-3866,2024-05-20,West,Retail,458
ORD-3867,2024-05-03,North,Partner,458
ORD-3868,2024-05-04,South,Partner,552
ORD-3869,2024-05-08,East,Retail,466
ORD-3870,2024-05-04,West,Partner,545
ORD-3871,2024-05-28,East,Partner,505
ORD-3872,2024-05-05,North,Retail,451
ORD-3873,2024-05-17,West,Web,554
ORD-3874,2024-05-17,West,Web,467
ORD-3875,2024-05-13,East,Partner,597
ORD-3876,2024-05-22,South,Partner,466
ORD-3877,2024-05-25,East,Retail,590
ORD-3878,2024-05-27,East,Partner,457
ORD-3879,2024-05-22,North,Partner,477
ORD-3880,2024-05-03,East,Retail,544
ORD-3881,2024-05-07,East,Partner,571
ORD-3882,2024-05-21,East,Retail,445
ORD-3883,2024-05-24,South,Partner,525
ORD-3884,2024-05-12,West,Partner,469
ORD-3885,2024-05-07,North,Partner,467
ORD-3886,2024-05-15,West,Partner,621
ORD-3887,2024-05-19,West,Retail,499
ORD-3888,2024-05-21,South,Web,520
ORD-3889,2024-05-23,South,Retail,447
ORD-3890,2024-05-16,North,Web,514
ORD-3891,2024-05-05,South,Partner,404
ORD-3892,2024-05-05,North,Partner,472
ORD-3893,2024-05-26,East,Partner,442
ORD-3894,2024-05-15,East,Web,522
ORD-3895,2024-05-19,North,Web,487
ORD-3896,2024-05-14,South,Web,498
ORD-3897,2024-05-11,West,Retail,536
ORD-3898,2024-05-20,South,Partner,457
ORD-3899,2024-05-26,North,Retail,473
ORD-3900,2024-05-26,East,Web,508
ORD-3901,2024-05-04,South,Retail,456
ORD-3902,2024-05-21,West,Partner,566
ORD-3903,2024-05-11,South,Partner,478
ORD-3904,2024-05-05,North,Retail,662
ORD-3905,2024-05-25,South,Web,588
ORD-3906,2024-05-03,South,Partner,539
ORD-3907,2024-05-06,East,Partner,644
ORD-3908,2024-05-09,North,Web,378
ORD-3909,2024-05-22,North,Web,511
ORD-3910,2024-05-18,West,Retail,508
ORD-3911,2024-05-11,South,Partner,609
ORD-3912,2024-05-19,South,Partner,533
ORD-3913,2024-05-18,South,Partner,490
ORD-3914,2024-05-16,South,Partner,536
ORD-3915,2024-05-18,South,Partner,356
ORD-3916,2024-05-14,South,Web,449
ORD-3917,2024-05-09,North,Retail,505
ORD-3918,2024-05-28,West,Web,405
ORD-3919,2024-05-13,South,Retail,442
ORD-3920,2024-05-19,West,Retail,377
ORD-3921,2024-05-26,West,Partner,511
ORD-3922,2024-05-24,South,Retail,441
ORD-3923,2024-05-26,East,Web,487
ORD-3924,2024-05-20,East,Retail,498
ORD-3925,2024-05-19,South,Partner,464
ORD-3926,2024-05-02,South,Web,576
ORD-3927,2024-05-10,South,Partner,545
ORD-3928,2024-05-24,West,Web,429
ORD-3929,2024-05-15,West,Web,639
ORD-3930,2024-05-20,North,Partner,386
ORD-3931,2024-05-21,North,Retail,408
ORD-3932,2024-05-19,North,Partner,463
ORD-3933,2024-05-18,South,Retail,486
ORD-3934,2024-05-02,South,Partner,525
ORD-3935,2024-05-15,West,Web,556
ORD-3936,2024-05-13,West,Web,515
ORD-3937,2024-05-22,North,Retail,385
ORD-3938,2024-05-26,East,Partner,617
ORD-3939,2024-05-28,North,Retail,503
ORD-3940,2024-05-18,East,Web,285
ORD-3941,2024-05-08,North,Web,528
ORD-3942,2024-05-21,North,Web,340
ORD-3943,2024-05-17,West,Web,617
ORD-3944,2024-05-23,West,Retail,546
ORD-3945,2024-05-25,North,Retail,523
ORD-3946,2024-05-01,West,Web,584
ORD-3947,2024-05-21,East,Partner,479
ORD-3948,2024-05-02,South,Web,553
ORD-3949,2024-05-04,South,Partner,549
ORD-3950,2024-05-08,North,Partner,433
ORD-3951,2024-05-08,West,Retail,571
ORD-3952,2024-05-13,East,Partner,754
ORD-3953,2024-05-01,North,Web,585
ORD-3954,2024-05-23,West,Web,514
ORD-3955,2024-05-11,South,Web,385
ORD-3956,2024-05-19,West,Partner,380
ORD-3957,2024-05-25,West,Partner,697
ORD-3958,2024-05-03,North,Retail,519
ORD-3959,2024-05-27,West,Retail,656
ORD-3960,2024-05-01,East,Partner,655
ORD-3961,2024-05-21,East,Partner,493
ORD-3962,2024-05-16,West,Retail,501
ORD-3963,2024-05-05,West,Partner,554
ORD-3964,2024-05-10,North,Web,550
ORD-3965,2024-05-15,West,Web,355
ORD-3966,2024-05-26,North,Web,501
ORD-3967,2024-05-25,West,Retail,448
ORD-3968,2024-05-26,West,Retail,218
ORD-3969,2024-05-07,South,Partner,454
ORD-3970,2024-05-02,North,Web,446
ORD-3971,2024-05-05,West,Retail,508
ORD-3972,2024-05-11,East,Web,445
ORD-3973,2024-05-04,West,Retail,416
ORD-3974,2024-05-26,South,Retail,398
ORD-3975,2024-05-19,North,Web,607
ORD-3976,2024-05-24,North,Retail,535
ORD-3977,2024-05-27,West,Retail,297
ORD-3978,2024-05-17,North,Retail,569
ORD-3979,2024-05-20,North,Retail,568
ORD-3980,2024-05-28,East,Partner,520
ORD-3981,2024-05-04,West,Partner,527
ORD-3982,2024-05-09,South,Partner,602
ORD-3983,2024-05-26,South,Retail,553
ORD-3984,2024-05-17,South,Partner,666
ORD-3985,2024-05-03,West,Partner,390
ORD-3986,2024-05-05,North,Web,533
ORD-3987,2024-05-19,South,Partner,454
ORD-3988,2024-05-23,North,Retail,621
ORD-3989,2024-05-10,North,Retail,468
ORD-3990,2024-05-12,South,Web,362
ORD-3991,2024-05-19,South,Web,519
ORD-3992,2024-05-21,South,Web,561
ORD-3993,2024-05-03,East,Retail,470
ORD-3994,2024-05-01,East,Retail,486
ORD-3995,2024-05-07,South,Web,429
ORD-3996,2024-05-03,East,Web,673
ORD-3997,2024-05-18,East,Partner,404
ORD-3998,2024-05-10,East,Web,447
ORD-3999,2024-05-22,East,Web,495
ORD-4000,2024-05-28,West,Retail,326
ORD-4001,2024-05-03,North,Web,502
ORD-4002,2024-05-12,North,Partner,530
ORD-4003,2024-05-16,East,Retail,528
ORD-4004,2024-05-18,South,Web,499
ORD-4005,2024-05-01,West,Web,493
ORD-4006,2024-05-14,East,Retail,580
ORD-4007,2024-05-19,South,Retail,463
ORD-4008,2024-05-26,West,Retail,625
ORD-4009,2024-05-06,West,Partner,487
ORD-4010,2024-05-09,North,Retail,555
ORD-4011,2024-05-12,East,Partner,490
ORD-4012,2024-05-06,West,Partner,533
ORD-4013,2024-05-08,North,Partner,717
ORD-4014,2024-05-12,East,Retail,384
ORD-4015,2024-05-05,West,Partner,365
ORD-4016,2024-05-20,West,Web,370
ORD-4017,2024-05-06,South,Partner,445
ORD-4018,2024-05-03,North,Web,483
ORD-4019,2024-05-24,South,Retail,577
ORD-4020,2024-05-16,North,Retail,310
ORD-4021,2024-05-15,West,Web,649
ORD-4022,2024-05-20,North,Web,494
ORD-4023,2024-05-26,South,Web,461
ORD-4024,2024-05-04,East,Web,419
ORD-4025,2024-05-09,South,Partner,529
