order_id,order_date,region,channel,segment,revenue,units
ORD-3-92,2023-04-11,South,Partner,Mid,551,5
ORD-3-93,2023-04-10,East,Web,Mid,661,9
ORD-3-94,2023-04-11,North,Retail,Mid,436,11
ORD-3-95,2023-04-26,South,Web,Enterprise,409,4
ORD-3-96,2023-04-24,Central,Retail,SMB,770,9
ORD-3-97,2023-04-05,South,Partner,Enterprise,614,8
ORD-3-98,2023-04-24,South,Partner,Mid,428,4
ORD-3-99,2023-04-04,South,Web,Enterprise,509,5
ORD-3-100,2023-04-10,North,Retail,Enterprise,540,6
ORD-3-101,2023-04-07,East,Web,Enterprise,493,6
ORD-3-102,2023-04-15,East,Partner,Mid,448,11
ORD-3-103,2023-04-11,East,Retail,SMB,589,8
ORD-3-104,2023-04-04,South,Partner,SMB,216,14
ORD-3-105,2023-04-20,Central,Web,Mid,521,9
ORD-3-106,2023-04-18,South,Retail,Mid,326,9
ORD-3-107,2023-04-22,East,Web,SMB,491,7
ORD-3-108,2023-04-17,South,Retail,Enterprise,414,12
ORD-3-109,2023-04-11,West,Retail,SMB,560,6
ORD-3-110,2023-04-23,West,Web,Mid,507,9
ORD-3-111,2023-04-09,North,Retail,Enterprise,643,11
ORD-3-112,2023-04-23,North,Partner,SMB,315,9
ORD-3-113,2023-04-26,West,Retail,Enterprise,391,11
ORD-3-114,2023-04-09,South,Retail,SMB,579,7
ORD-3-115,2023-04-22,North,Web,Mid,417,7
ORD-3-116,2023-04-25,North,Web,SMB,454,8
ORD-3-117,2023-04-14,South,Retail,Enterprise,475,9
ORD-3-118,2023-04-28,North,Web,Mid,504,4
ORD-3-119,2023-04-14,East,Web,Enterprise,395,5
ORD-3-120,2023-04-09,North,Partner,Enterprise,544,10
ORD-3-121,2023-04-03,West,Retail,Enterprise,418,14
ORD-3-122,2023-04-19,South,Web,Enterprise,636,8
ORD-3-123,2023-04-08,Central,Partner,Enterprise,597,9
ORD-3-124,2023-04-24,North,Partner,SMB,414,13
ORD-3-125,2023-04-13,East,Retail,Enterprise,499,5
ORD-3-126,2023-04-11,North,Partner,Mid,412,1
ORD-3-127,2023-04-09,East,Retail,Mid,673,9
ORD-3-128,2023-04-11,West,Retail,Enterprise,772,6
ORD-3-129,2023-04-14,South,Partner,SMB,404,8
ORD-3-130,2023-04-10,Central,Retail,Mid,546,8
ORD-3-131,2023-04-16,West,Retail,Mid,511,12
ORD-3-132,2023-04-20,South,Partner,Enterprise,523,4
ORD-3-133,2023-04-26,South,Retail,Enterprise,401,7
ORD-3-134,2023-04-17,North,Partner,SMB,580,9
ORD-3-135,2023-04-13,East,Retail,Mid,444,11
ORD-3-136,2023-04-21,North,Partner,Enterprise,491,9
ORD-3-137,2023-04-10,South,Retail,SMB,516,3
ORD-3-138,2023-04-23,Central,Web,SMB,585,10
ORD-3-139,2023-04-07,Central,Retail,Mid,486,9
ORD-3-140,2023-04-23,North,Web,SMB,378,8
ORD-3-141,2023-04-03,Central,Partner,Mid,663,8
ORD-3-142,2023-04-11,South,Retail,SMB,671,4
ORD-3-143,2023-04-21,Central,Web,SMB,493,7
ORD-3-144,2023-04-13,East,Retail,Mid,435,10
ORD-3-145,2023-04-04,Central,Retail,Mid,577,6
ORD-3-146,2023-04-02,Central,Web,Enterprise,551,11
ORD-3-147,2023-04-24,Central,Web,SMB,427,5
ORD-3-148,2023-04-07,South,Partner,SMB,748,14
ORD-3-149,2023-04-25,West,Partner,SMB,341,6
ORD-3-150,2023-04-19,South,Web,Mid,417,2
ORD-3-151,2023-04-13,East,Web,Mid,514,7
ORD-3-152,2023-04-18,North,Partner,Mid,510,10
ORD-3-153,2023-04-13,South,Retail,SMB,670,7
ORD-3-154,2023-04-17,East,Web,Enterprise,231,12
ORD-3-155,2023-04-10,South,Partner,SMB,503,3
ORD-3-156,2023-04-22,North,Partner,Mid,508,6
ORD-3-157,2023-04-07,Central,Web,Mid,401,9
ORD-3-158,2023-04-11,Central,Web,SMB,517,13
ORD-3-159,2023-04-06,Central,Retail,Mid,351,5
ORD-3-160,2023-04-17,South,Web,SMB,383,8
ORD-3-161,2023-04-14,Central,Retail,SMB,456,8
ORD-3-162,2023-04-02,West,Retail,Mid,652,9
ORD-3-163,2023-04-16,South,Retail,SMB,339,5
ORD-3-164,2023-04-16,South,Retail,Enterprise,638,13
ORD-3-165,2023-04-03,North,Retail,SMB,400,9
ORD-3-166,2023-04-16,Central,Partner,Enterprise,559,10
ORD-3-167,2023-04-22,Central,Partner,Enterprise,468,8
ORD-3-168,2023-04-25,West,Partner,SMB,389,4
ORD-3-169,2023-04-15,Central,Retail,Mid,196,11
ORD-3-170,2023-04-25,South,Web,Enterprise,496,1
ORD-3-171,2023-04-04,East,Web,Enterprise,634,11
ORD-3-172,2023-04-20,West,Retail,SMB,602,10
ORD-3-173,2023-04-20,South,Web,SMB,275,9
ORD-3-174,2023-04-14,East,Partner,Mid,452,4
ORD-3-175,2023-04-26,North,Web,Enterprise,345,7
ORD-3-176,2023-04-07,North,Retail,Mid,656,8
ORD-3-177,2023-04-21,North,Web,Mid,493,10
ORD-3-178,2023-04-14,East,Web,Mid,572,6
ORD-3-179,2023-04-05,North,Retail,Mid,398,4
ORD-3-180,2023-04-27,Central,Retail,Enterprise,334,5
ORD-3-181,2023-04-23,East,Web,Enterprise,467,6
ORD-3-182,2023-04-19,West,Retail,Mid,490,7
ORD-3-183,2023-04-23,East,Retail,Mid,486,3
ORD-3-184,2023-04-18,North,Retail,SMB,618,7
ORD-3-185,2023-04-11,West,Web,Mid,391,8
ORD-3-186,2023-04-23,North,Retail,Mid,487,8
ORD-3-187,2023-04-20,East,Partner,Mid,463,4
ORD-3-188,2023-04-10,North,Web,Mid,513,7
ORD-3-189,2023-04-10,South,Partner,Enterprise,464,12
ORD-3-190,2023-04-04,West,Partner,Mid,688,8
ORD-3-191,2023-04-21,West,Web,SMB,509,7
ORD-3-192,2023-04-28,South,Partner,Enterprise,650,10
ORD-3-193,2023-04-07,North,Web,SMB,605,7
ORD-3-194,2023-04-05,South,Retail,Mid,422,7
ORD-3-195,2023-04-14,South,Retail,Mid,317,8
ORD-3-196,2023-04-25,West,Retail,SMB,619,9
ORD-3-197,2023-04-08,North,Partner,Enterprise,493,8
ORD-3-198,2023-04-09,North,Retail,SMB,567,5
ORD-3-199,2023-04-19,East,Web,SMB,534,9
ORD-3-200,2023-04-03,Central,Partner,Mid,644,10
ORD-3-201,2023-04-07,South,Partner,Enterprise,635,7
ORD-3-202,2023-04-13,North,Partner,Enterprise,519,11
ORD-3-203,2023-04-01,North,Web,Mid,530,7
ORD-3-204,2023-04-06,East,Partner,Mid,440,8
ORD-3-205,2023-04-04,North,Web,Enterprise,616,8
ORD-3-206,2023-04-25,Central,Retail,Enterprise,368,8
ORD-3-207,2023-04-23,West,Partner,Enterprise,434,12
ORD-3-208,2023-04-12,North,Partner,SMB,376,10
ORD-3-209,2023-04-12,West,Web,SMB,217,3
ORD-3-210,2023-04-01,East,Web,Enterprise,768,8
ORD-3-211,2023-04-17,West,Partner,Mid,507,4
ORD-3-212,2023-04-28,North,Partner,Enterprise,532,9
ORD-3-213,2023-04-09,Central,Web,SMB,580,13
ORD-3-214,2023-04-07,East,Partner,Enterprise,657,11
ORD-3-215,2023-04-08,South,Partner,Enterprise,366,11
ORD-3-216,2023-04-20,Central,Retail,SMB,569,9
ORD-3-217,2023-04-28,North,Retail,Enterprise,587,5
ORD-3-218,2023-04-28,Central,Web,Enterprise,518,5
ORD-3-219,2023-04-27,South,Web,Enterprise,561,8
ORD-3-220,2023-04-25,South,Retail,Enterprise,365,11
ORD-3-221,2023-04-14,Central,Web,Mid,634,4
ORD-3-222,2023-04-02,Central,Retail,SMB,665,4
ORD-3-223,2023-04-25,West,Retail,SMB,664,15
ORD-3-224,2023-04-10,Central,Partner,Enterprise,474,9
ORD-3-225,2023-04-03,South,Retail,Mid,633,6
ORD-3-226,2023-04-07,Central,Partner,Enterprise,419,8
ORD-3-227,2023-04-06,East,Retail,Mid,459,8
ORD-3-228,2023-04-20,Central,Web,Mid,507,10
ORD-3-229,2023-04-01,North,Web,Enterprise,547,7
ORD-3-230,2023-04-11,South,Web,Mid,308,7
ORD-3-231,2023-04-24,South,Web,Mid,481,4
ORD-3-232,2023-04-03,South,Partner,Enterprise,503,4
ORD-3-233,2023-04-24,North,Retail,Mid,480,4
ORD-3-234,2023-04-13,North,Web,SMB,572,8
ORD-3-235,2023-04-27,East,Partner,Mid,436,3
ORD-3-236,2023-04-08,North,Retail,Enterprise,561,6
ORD-3-237,2023-04-27,North,Partner,Mid,449,9
ORD-3-238,2023-04-06,North,Web,Mid,609,6
ORD-3-239,2023-04-25,Central,Web,SMB,487,8
ORD-3-240,2023-04-24,Central,Web,Mid,441,6
ORD-3-241,2023-04-09,West,Web,Mid,257,7
ORD-3-242,2023-04-02,East,Partner,Mid,677,7
ORD-3-243,2023-04-08,Central,Retail,Mid,364,7
ORD-3-244,2023-04-27,East,Web,Enterprise,577,7
ORD-3-245,2023-04-08,West,Partner,SMB,575,10
ORD-3-246,2023-04-06,East,Partner,SMB,483,8
ORD-3-247,2023-04-22,South,Partner,Mid,381,9
ORD-3-248,2023-04-20,North,Retail,Enterprise,471,10
ORD-3-249,2023-04-10,Central,Partner,Mid,560,9
ORD-3-250,2023-04-01,South,Retail,SMB,513,6
ORD-3-251,2023-04-24,North,Partner,Enterprise,497,12
ORD-3-252,2023-04-16,East,Web,SMB,317,2
ORD-3-253,2023-04-08,North,Retail,Enterprise,499,5
ORD-3-254,2023-04-28,North,Retail,Mid,446,8
ORD-3-255,2023-04-22,East,Web,Mid,426,6
ORD-3-256,2023-04-08,West,Partner,Mid,443,9
ORD-3-257,2023-04-18,Central,Partner,Enterprise,658,11
ORD-3-258,2023-04-04,South,Partner,Mid,527,10
ORD-3-259,2023-04-27,South,Web,Enterprise,367,4
ORD-3-260,2023-04-08,East,Retail,Mid,716,7
ORD-3-261,2023-04-15,North,Retail,Enterprise,639,6
ORD-3-262,2023-04-07,East,Retail,SMB,399,9
ORD-3-263,2023-04-21,North,Partner,SMB,455,8
ORD-3-264,2023-04-17,West,Web,Enterprise,457,10
ORD-3-265,2023-04-06,Central,Partner,SMB,516,5
ORD-3-266,2023-04-27,West,Partner,Enterprise,372,7
ORD-3-267,2023-04-25,North,Web,SMB,497,5
ORD-3-268,2023-04-10,South,Partner,Mid,536,6
ORD-3-269,2023-04-19,Central,Partner,Enterprise,614,11
ORD-3-270,2023-04-19,Central,Web,Enterprise,470,6
ORD-3-271,2023-04-09,South,Web,SMB,516,8
ORD-3-272,2023-04-22,West,Web,Mid,465,10
ORD-3-273,2023-04-05,East,Partner,Enterprise,449,9
ORD-3-274,2023-04-03,East,Retail,SMB,403,6
ORD-3-275,2023-04-19,East,Web,Mid,622,9
ORD-3-276,2023-04-20,Central,Web,SMB,579,10
ORD-3-277,2023-04-05,Central,Partner,Enterprise,711,4
ORD-3-278,2023-04-21,West,Web,SMB,551,11
ORD-3-279,2023-04-11,Central,Partner,SMB,597,6
ORD-3-280,2023-04-18,West,Web,SMB,594,9
ORD-3-281,2023-04-01,East,Web,SMB,493,8
ORD-3-282,2023-04-05,North,Partner,SMB,416,3
ORD-3-283,2023-04-19,North,Partner,Mid,804,8
ORD-3-284,2023-04-10,North,Retail,Mid,496,11
ORD-3-285,2023-04-27,Central,Retail,Enterprise,350,7
ORD-3-286,2023-04-07,South,Web,Enterprise,389,6
ORD-3-287,2023-04-23,East,Retail,Enterprise,634,4
ORD-3-288,2023-04-15,East,Web,Enterprise,616,8
ORD-3-289,2023-04-05,North,Partner,Mid,339,8
ORD-3-290,2023-04-19,Central,Partner,SMB,541,6
ORD-3-291,2023-04-09,East,Partner,Mid,514,10
ORD-3-292,2023-04-06,North,Partner,SMB,545,8
ORD-3-293,2023-04-16,South,Partner,Mid,319,2
ORD-3-294,2023-04-17,Central,Web,Mid,447,8
ORD-3-295,2023-04-01,South,Retail,Enterprise,592,4
ORD-3-296,2023-04-14,West,Partner,Enterprise,409,6
ORD-3-297,2023-04-15,Central,Web,SMB,483,4
ORD-3-298,2023-04-12,East,Retail,SMB,677,7
ORD-3-299,2023-04-02,West,Partner,SMB,702,8
ORD-4-0,2023-05-09,Central,Web,SMB,212,5
ORD-4-1,2023-05-06,North,Retail,Mid,464,5
ORD-4-2,2023-05-23,Central,Web,Mid,718,3
ORD-4-3,2023-05-18,East,Retail,Enterprise,424,9
ORD-4-4,2023-05-07,East,Retail,SMB,633,1
ORD-4-5,2023-05-16,Central,Web,SMB,485,11
ORD-4-6,2023-05-18,West,Web,Mid,363,12
ORD-4-7,2023-05-28,West,Retail,Enterprise,429,9
ORD-4-8,2023-05-23,North,Retail,Enterprise,629,7
ORD-4-9,2023-05-16,West,Partner,Mid,548,9
ORD-4-10,2023-05-10,West,Retail,Enterprise,525,5
ORD-4-11,2023-05-09,Central,Retail,Enterprise,661,7
ORD-4-12,2023-05-19,East,Web,Mid,532,5
ORD-4-13,2023-05-08,South,Retail,Mid,792,8
ORD-4-14,2023-05-11,North,Web,Mid,448,6
ORD-4-15,2023-05-27,South,Retail,Mid,497,14
ORD-4-16,2023-05-27,South,Retail,Enterprise,521,8
ORD-4-17,2023-05-20,North,Retail,Enterprise,524,1
ORD-4-18,2023-05-15,East,Partner,SMB,524,11
ORD-4-19,2023-05-14,Central,Partner,SMB,634,7
ORD-4-20,2023-05-03,South,Web,Mid,419,9
ORD-4-21,2023-05-02,West,Web,SMB,454,8
ORD-4-22,2023-05-28,West,Retail,Mid,524,11
ORD-4-23,2023-05-26,East,Web,Enterprise,526,8
ORD-4-24,2023-05-24,West,Retail,Enterprise,395,7
ORD-4-25,2023-05-06,Central,Web,SMB,627,7
ORD-4-26,2023-05-10,Central,Web,Mid,549,3
ORD-4-27,2023-05-22,South,Retail,Mid,424,7
ORD-4-28,2023-05-14,West,Retail,Mid,755,6
ORD-4-29,2023-05-22,East,Web,SMB,471,8
ORD-4-30,2023-05-19,East,Partner,Mid,392,7
ORD-4-31,2023-05-21,North,Retail,Enterprise,330,6
ORD-4-32,2023-05-04,East,Web,SMB,427,10
ORD-4-33,2023-05-08,South,Web,Enterprise,458,4
ORD-4-34,2023-05-14,East,Partner,SMB,603,9
ORD-4-35,2023-05-12,Central,Retail,Enterprise,391,5
ORD-4-36,2023-05-12,West,Web,SMB,317,4
ORD-4-37,2023-05-04,Central,Web,SMB,452,9
ORD-4-38,2023-05-05,Central,Web,Enterprise,415,6
ORD-4-39,2023-05-26,East,Web,SMB,542,7
ORD-4-40,2023-05-09,Central,Web,Enterprise,243,11
ORD-4-41,2023-05-03,Central,Partner,Mid,222,4
ORD-4-42,2023-05-27,South,Web,Enterprise,590,9
ORD-4-43,2023-05-04,Central,Retail,Mid,687,8
ORD-4-44,2023-05-17,West,Partner,SMB,431,12
ORD-4-45,2023-05-15,Central,Web,Mid,422,8
ORD-4-46,2023-05-25,West,Retail,SMB,650,9
ORD-4-47,2023-05-28,South,Web,Enterprise,579,7
ORD-4-48,2023-05-13,South,Retail,SMB,443,13
ORD-4-49,2023-05-10,Central,Partner,SMB,394,7
ORD-4-50,2023-05-14,East,Partner,Enterprise,479,6
ORD-4-51,2023-05-14,East,Retail,SMB,595,3
ORD-4-52,2023-05-21,East,Web,Mid,599,2
ORD-4-53,2023-05-21,West,Retail,Mid,569,10
ORD-4-54,2023-05-17,West,Partner,Mid,604,6
ORD-4-55,2023-05-13,West,Retail,SMB,510,5
ORD-4-56,2023-05-08,North,Partner,SMB,448,11
ORD-4-57,2023-05-11,North,Partner,Enterprise,435,8
ORD-4-58,2023-05-14,East,Partner,Mid,718,6
ORD-4-59,2023-05-07,Central,Retail,SMB,384,9
ORD-4-60,2023-05-08,Central,Retail,Mid,392,9
ORD-4-61,2023-05-24,East,Partner,SMB,515,9
ORD-4-62,2023-05-26,South,Partner,Enterprise,419,7
ORD-4-63,2023-05-21,East,Retail,SMB,442,11
ORD-4-64,2023-05-22,West,Partner,Mid,517,4
ORD-4-65,2023-05-04,East,Retail,Mid,531,3
ORD-4-66,2023-05-20,Central,Partner,SMB,255,6
ORD-4-67,2023-05-07,East,Partner,Mid,492,10
ORD-4-68,2023-05-22,East,Retail,SMB,415,13
ORD-4-69,2023-05-17,North,Web,Mid,553,9
ORD-4-70,2023-05-14,North,Retail,SMB,520,8
ORD-4-71,2023-05-19,West,Web,Mid,353,5
ORD-4-72,2023-05-23,Central,Retail,Enterprise,434,5
ORD-4-73,2023-05-04,South,Retail,Enterprise,502,11
ORD-4-74,2023-05-27,Central,Partner,Mid,622,9
ORD-4-75,2023-05-19,East,Partner,Mid,483,4
ORD-4-76,2023-05-16,Central,Retail,Enterprise,454,13
ORD-4-77,2023-05-13,North,Retail,SMB,568,4
ORD-4-78,2023-05-27,South,Retail,Enterprise,618,10
ORD-4-79,2023-05-12,Central,Retail,Enterprise,695,12
ORD-4-80,2023-05-09,East,Partner,Mid,690,14
ORD-4-81,2023-05-10,East,Web,SMB,568,5
ORD-4-82,2023-05-10,West,Web,Mid,748,7
ORD-4-83,2023-05-22,Central,Partner,Mid,589,7
ORD-4-84,2023-05-28,East,Retail,Enterprise,442,7
ORD-4-85,2023-05-20,West,Retail,Mid,461,8
ORD-4-86,2023-05-08,East,Retail,Mid,642,11
ORD-4-87,2023-05-14,West,Web,Mid,338,10
ORD-4-88,2023-05-08,South,Partner,SMB,605,8
ORD-4-89,2023-05-10,South,Partner,Mid,552,11
ORD-4-90,2023-05-16,Central,Retail,SMB,595,9
ORD-4-91,2023-05-17,South,Web,SMB,415,10
ORD-4-92,2023-05-20,East,Retail,Mid,538,14
ORD-4-93,2023-05-19,East,Web,Enterprise,512,9
ORD-4-94,2023-05-03,East,Partner,SMB,406,12
ORD-4-95,2023-05-10,North,Partner,Mid,611,8
ORD-4-96,2023-05-06,East,Web,Mid,434,11
ORD-4-97,2023-05-04,Central,Partner,Mid,432,6
ORD-4-98,2023-05-14,Central,Retail,Enterprise,497,10
ORD-4-99,2023-05-17,South,Retail,Enterprise,477,5
ORD-4-100,2023-05-16,West,Partner,SMB,652,11
ORD-4-101,2023-05-22,North,Retail,Mid,492,6
ORD-4-102,2023-05-19,North,Retail,Mid,554,10
ORD-4-103,2023-05-06,Central,Web,SMB,346,2
ORD-4-104,2023-05-05,North,Web,SMB,572,6
ORD-4-105,2023-05-05,South,Partner,SMB,603,7
ORD-4-106,2023-05-25,Central,Retail,Enterprise,488,3
ORD-4-107,2023-05-17,Central,Partner,SMB,580,1
ORD-4-108,2023-05-07,East,Retail,SMB,512,9
ORD-4-109,2023-05-21,West,Web,Mid,520,8
ORD-4-110,2023-05-17,South,Web,SMB,689,7
ORD-4-111,2023-05-14,Central,Web,Enterprise,661,6
ORD-4-112,2023-05-04,North,Partner,Mid,564,6
ORD-4-113,2023-05-01,North,Web,Enterprise,308,11
ORD-4-114,2023-05-07,East,Partner,Enterprise,344,8
ORD-4-115,2023-05-14,Central,Web,SMB,463,8
ORD-4-116,2023-05-25,West,Web,SMB,433,10
ORD-4-117,2023-05-27,North,Web,SMB,408,11
ORD-4-118,2023-05-19,Central,Retail,SMB,450,12
ORD-4-119,2023-05-11,South,Retail,Mid,639,6
ORD-4-120,2023-05-22,Central,Partner,SMB,397,9
ORD-4-121,2023-05-05,Central,Retail,Mid,444,9
ORD-4-122,2023-05-01,East,Web,Mid,468,2
ORD-4-123,2023-05-04,Central,Web,Enterprise,474,5
ORD-4-124,2023-05-06,West,Web,SMB,336,7
ORD-4-125,2023-05-08,East,Partner,SMB,401,8
ORD-4-126,2023-05-04,West,Web,Mid,660,4
ORD-4-127,2023-05-25,Central,Web,Enterprise,572,7
ORD-4-128,2023-05-25,East,Web,Mid,514,8
ORD-4-129,2023-05-03,North,Retail,Enterprise,328,10
ORD-4-130,2023-05-05,Central,Retail,Mid,583,11
ORD-4-131,2023-05-12,East,Web,SMB,665,6
ORD-4-132,2023-05-27,Central,Web,Mid,667,6
ORD-4-133,2023-05-25,Central,Retail,Mid,427,4
ORD-4-134,2023-05-14,South,Retail,SMB,524,9
ORD-4-135,2023-05-18,Central,Web,SMB,512,10
ORD-4-136,2023-05-16,East,Partner,SMB,402,7
ORD-4-137,2023-05-07,West,Partner,SMB,606,10
ORD-4-138,2023-05-08,South,Retail,Mid,196,9
ORD-4-139,2023-05-15,East,Retail,Mid,685,7
ORD-4-140,2023-05-11,West,Web,SMB,602,9
ORD-4-141,2023-05-03,East,Partner,Enterprise,479,8
ORD-4-142,2023-05-23,West,Web,SMB,310,7
ORD-4-143,2023-05-03,North,Partner,Enterprise,380,10
ORD-4-144,2023-05-20,South,Partner,SMB,482,5
ORD-4-145,2023-05-02,South,Web,Enterprise,522,3
ORD-4-146,2023-05-26,South,Web,SMB,540,11
ORD-4-147,2023-05-05,East,Retail,Mid,494,4
ORD-4-148,2023-05-19,South,Partner,Mid,480,9
ORD-4-149,2023-05-17,Central,Web,Enterprise,512,10
ORD-4-150,2023-05-13,West,Web,SMB,590,8
ORD-4-151,2023-05-12,Central,Web,Mid,588,12
ORD-4-152,2023-05-25,Central,Partner,Mid,706,7
ORD-4-153,2023-05-27,South,Partner,Enterprise,324,5
ORD-4-154,2023-05-06,North,Retail,Mid,406,13
ORD-4-155,2023-05-01,North,Web,Enterprise,620,10
ORD-4-156,2023-05-25,East,Partner,Mid,304,15
ORD-4-157,2023-05-05,South,Web,SMB,474,7
ORD-4-158,2023-05-20,North,Web,Mid,621,13
ORD-4-159,2023-05-26,West,Web,Mid,341,7
ORD-4-160,2023-05-21,South,Partner,Enterprise,607,2
ORD-4-161,2023-05-13,South,Retail,Mid,531,11
ORD-4-162,2023-05-15,Central,Retail,Mid,382,4
ORD-4-163,2023-05-08,Central,Web,Mid,462,4
ORD-4-164,2023-05-06,North,Partner,Enterprise,448,5
ORD-4-165,2023-05-05,East,Partner,Mid,235,8
ORD-4-166,2023-05-15,East,Retail,SMB,630,9
ORD-4-167,2023-05-23,West,Partner,SMB,556,10
ORD-4-168,2023-05-12,West,Retail,SMB,472,2
ORD-4-169,2023-05-25,South,Retail,SMB,431,10
ORD-4-170,2023-05-12,South,Partner,SMB,617,4
ORD-4-171,2023-05-01,West,Retail,Mid,596,6
ORD-4-172,2023-05-14,Central,Web,SMB,585,7
ORD-4-173,2023-05-02,West,Partner,SMB,520,5
ORD-4-174,2023-05-28,South,Web,Enterprise,129,5
ORD-4-175,2023-05-22,East,Partner,Mid,416,7
ORD-4-176,2023-05-20,West,Partner,Enterprise,710,6
ORD-4-177,2023-05-10,East,Partner,Mid,480,15
ORD-4-178,2023-05-16,East,Retail,SMB,665,8
ORD-4-179,2023-05-19,West,Retail,SMB,510,9
ORD-4-180,2023-05-20,West,Partner,SMB,430,5
ORD-4-181,2023-05-23,Central,Retail,Mid,640,9
ORD-4-182,2023-05-17,South,Web,Mid,559,5
ORD-4-183,2023-05-25,South,Web,Mid,624,9
ORD-4-184,2023-05-24,South,Partner,Mid,644,3
ORD-4-185,2023-05-14,Central,Web,Enterprise,479,6
ORD-4-186,2023-05-07,East,Web,Mid,508,8
ORD-4-187,2023-05-09,North,Partner,Enterprise,615,5
ORD-4-188,2023-05-05,South,Web,Enterprise,405,10
ORD-4-189,2023-05-25,Central,Web,SMB,616,5
ORD-4-190,2023-05-20,Central,Web,Enterprise,382,9
ORD-4-191,2023-05-19,West,Web,SMB,615,4
ORD-4-192,2023-05-16,South,Web,Mid,534,11
ORD-4-193,2023-05-07,North,Web,Enterprise,454,8
ORD-4-194,2023-05-25,South,Partner,Mid,459,8
ORD-4-195,2023-05-12,Central,Web,Mid,511,12
ORD-4-196,2023-05-03,Central,Web,Enterprise,504,11
ORD-4-197,2023-05-20,South,Retail,Enterprise,256,7
ORD-4-198,2023-05-12,North,Web,SMB,552,6
ORD-4-199,2023-05-22,South,Web,Enterprise,701,8
ORD-4-200,2023-05-21,North,Web,Enterprise,608,9
ORD-4-201,2023-05-14,East,Partner,Enterprise,520,4
ORD-4-202,2023-05-12,Central,Partner,SMB,581,9
ORD-4-203,2023-05-27,Central,Retail,SMB,563,13
ORD-4-204,2023-05-25,South,Partner,SMB,569,8
ORD-4-205,2023-05-10,West,Partner,Enterprise,467,6
ORD-4-206,2023-05-12,East,Partner,Mid,634,5
ORD-4-207,2023-05-12,East,Retail,Enterprise,516,13
ORD-4-208,2023-05-12,Central,Partner,Enterprise,575,5
ORD-4-209,2023-05-13,East,Web,Enterprise,644,5
ORD-4-210,2023-05-10,South,Web,SMB,431,8
ORD-4-211,2023-05-21,East,Retail,Mid,636,11
ORD-4-212,2023-05-18,North,Partner,SMB,555,5
ORD-4-213,2023-05-20,South,Web,Mid,489,7
ORD-4-214,2023-05-25,West,Web,SMB,495,9
ORD-4-215,2023-05-20,South,Web,SMB,678,5
ORD-4-216,2023-05-27,South,Partner,SMB,611,9
ORD-4-217,2023-05-18,East,Web,Enterprise,215,4
ORD-4-218,2023-05-05,East,Web,Enterprise,553,11
ORD-4-219,2023-05-21,Central,Retail,Mid,412,18
ORD-4-220,2023-05-09,Central,Retail,Mid,534,9
ORD-4-221,2023-05-11,South,Web,Enterprise,606,9
ORD-4-222,2023-05-15,East,Web,Mid,461,2
ORD-4-223,2023-05-07,Central,Web,SMB,621,2
ORD-4-224,2023-05-08,North,Retail,Enterprise,364,5
ORD-4-225,2023-05-11,East,Web,Mid,505,5
ORD-4-226,2023-05-03,South,Retail,SMB,414,12
ORD-4-227,2023-05-05,South,Partner,Enterprise,338,6
ORD-4-228,2023-05-22,South,Web,Mid,426,11
ORD-4-229,2023-05-15,North,Retail,SMB,534,6
ORD-4-230,2023-05-26,Central,Retail,Mid,563,9
ORD-4-231,2023-05-01,South,Retail,Mid,385,14
ORD-4-232,2023-05-17,South,Retail,Enterprise,374,6
ORD-4-233,2023-05-02,East,Partner,Enterprise,444,12
ORD-4-234,2023-05-25,North,Retail,Mid,368,9
ORD-4-235,2023-05-28,East,Retail,SMB,701,7
ORD-4-236,2023-05-08,East,Partner,Enterprise,698,12
ORD-4-237,2023-05-06,South,Web,Enterprise,902,12
ORD-4-238,2023-05-15,Central,Web,Enterprise,529,4
ORD-4-239,2023-05-11,West,Partner,SMB,652,11
ORD-4-240,2023-05-02,South,Partner,Enterprise,539,11
ORD-4-241,2023-05-19,Central,Retail,Mid,461,14
ORD-4-242,2023-05-21,North,Web,Enterprise,465,10
ORD-4-243,2023-05-27,North,Partner,SMB,431,8
ORD-4-244,2023-05-04,East,Partner,Enterprise,416,5
ORD-4-245,2023-05-07,South,Partner,Enterprise,542,7
ORD-4-246,2023-05-12,North,Partner,SMB,380,8
ORD-4-247,2023-05-06,South,Retail,Enterprise,455,7
ORD-4-248,2023-05-03,South,Partner,Mid,474,9
ORD-4-249,2023-05-08,Central,Retail,Mid,566,9
ORD-4-250,2023-05-20,Central,Retail,Enterprise,429,4
ORD-4-251,2023-05-04,North,Partner,Mid,467,7
ORD-4-252,2023-05-15,East,Partner,Enterprise,605,11
ORD-4-253,2023-05-15,North,Partner,Mid,435,8
ORD-4-254,2023-05-22,Central,Retail,SMB,468,7
ORD-4-255,2023-05-13,South,Web,Mid,322,7
ORD-4-256,2023-05-28,South,Web,Mid,540,8
ORD-4-257,2023-05-14,East,Retail,Enterprise,575,10
ORD-4-258,2023-05-20,East,Web,Enterprise,589,10
ORD-4-259,2023-05-13,East,Retail,SMB,607,7
ORD-4-260,2023-05-08,West,Retail,Mid,464,12
ORD-4-261,2023-05-11,West,Partner,SMB,425,9
ORD-4-262,2023-05-10,West,Retail,Enterprise,509,3
ORD-4-263,2023-05-24,North,Partner,Mid,534,7
ORD-4-264,2023-05-02,West,Retail,SMB,608,12
