order_id,order_date,segment,revenue,margin_rate
ORD-538,2025-01-19,Enterprise,610,0.4328
ORD-539,2025-01-28,Enterprise,486,0.3575
ORD-540,2025-01-10,Enterprise,571,0.3808
ORD-541,2025-01-23,Enterprise,635,0.4066
ORD-542,2025-01-12,Enterprise,673,0.4163
ORD-543,2025-01-23,Enterprise,462,0.4005
ORD-544,2025-01-27,Enterprise,465,0.3955
ORD-545,2025-01-18,Enterprise,548,0.4284
ORD-546,2025-01-27,Enterprise,601,0.4069
ORD-547,2025-01-25,Enterprise,559,0.4029
ORD-548,2025-01-13,Enterprise,577,0.4198
ORD-549,2025-01-06,Enterprise,450,0.4319
ORD-550,2025-01-16,Enterprise,584,0.39
ORD-551,2025-01-23,Enterprise,577,0.3841
ORD-552,2025-01-22,Enterprise,626,0.3791
ORD-553,2025-01-05,Enterprise,519,0.3975
ORD-554,2025-01-16,Enterprise,471,0.4242
ORD-555,2025-01-28,Enterprise,444,0.4081
ORD-556,2025-01-04,Enterprise,400,0.3892
ORD-557,2025-01-19,Enterprise,480,0.4074
ORD-558,2025-01-14,Enterprise,543,0.3999
ORD-559,2025-01-10,Enterprise,558,0.3563
ORD-560,2025-01-18,Enterprise,486,0.3823
ORD-561,2025-01-16,Enterprise,564,0.396
ORD-562,2025-01-25,Enterprise,589,0.4477
ORD-563,2025-01-09,Enterprise,615,0.3757
ORD-564,2025-01-21,Enterprise,648,0.4196
ORD-565,2025-01-09,Enterprise,474,0.4351
ORD-566,2025-01-17,Enterprise,529,0.404
ORD-567,2025-01-08,Enterprise,649,0.3838
ORD-568,2025-01-17,Enterprise,484,0.3881
ORD-569,2025-01-03,Enterprise,564,0.4269
ORD-570,2025-01-02,Enterprise,709,0.4139
ORD-571,2025-01-06,Enterprise,493,0.4098
ORD-572,2025-01-14,Enterprise,459,0.4151
ORD-573,2025-01-09,Enterprise,558,0.3868
ORD-574,2025-01-20,Enterprise,540,0.4201
ORD-575,2025-01-21,Enterprise,536,0.3838
ORD-576,2025-01-26,Enterprise,487,0.418
ORD-577,2025-01-03,Enterprise,583,0.4237
ORD-578,2025-01-07,Enterprise,459,0.3845
ORD-579,2025-01-06,Enterprise,475,0.3824
ORD-580,2025-01-08,Enterprise,461,0.3985
ORD-581,2025-01-24,Enterprise,534,0.4069
ORD-582,2025-01-20,Enterprise,521,0.4001
ORD-583,2025-01-24,Enterprise,507,0.3808
ORD-584,2025-01-01,Enterprise,445,0.3989
ORD-585,2025-01-19,Enterprise,583,0.4016
ORD-586,2025-01-15,Enterprise,433,0.4048
ORD-587,2025-01-14,Enterprise,501,0.4
ORD-588,2025-01-07,Enterprise,394,0.4078
ORD-589,2025-01-10,Enterprise,534,0.4152
ORD-590,2025-01-15,Enterprise,428,0.4259
ORD-591,2025-01-23,Enterprise,441,0.3918
ORD-592,2025-01-26,Enterprise,672,0.4101
ORD-593,2025-01-15,Enterprise,579,0.3917
ORD-594,2025-01-15,Enterprise,405,0.3789
ORD-595,2025-01-16,Enterprise,479,0.4201
ORD-596,2025-01-25,Enterprise,535,0.372
ORD-597,2025-01-06,Enterprise,611,0.4105
ORD-598,2025-01-18,Enterprise,600,0.3888
ORD-599,2025-01-18,Enterprise,349,0.4134
ORD-600,2025-01-18,Enterprise,513,0.3951
ORD-601,2025-01-13,Enterprise,537,0.3845
ORD-602,2025-01-18,Enterprise,661,0.405
ORD-603,2025-01-27,Enterprise,482,0.381
ORD-604,2025-01-16,Enterprise,450,0.392
ORD-605,2025-01-03,Enterprise,472,0.4316
ORD-606,2025-01-11,Enterprise,672,0.3974
ORD-607,2025-01-02,Enterprise,442,0.4324
ORD-608,2025-01-23,Enterprise,429,0.3936
ORD-609,2025-01-02,Enterprise,359,0.3747
ORD-610,2025-01-15,Enterprise,399,0.3918
ORD-611,2025-01-05,Enterprise,527,0.4193
ORD-612,2025-01-05,Enterprise,413,0.4135
ORD-613,2025-01-06,Enterprise,396,0.4017
ORD-614,2025-01-20,Enterprise,557,0.3736
ORD-615,2025-01-06,Enterprise,606,0.3989
ORD-616,2025-01-10,Enterprise,510,0.41
ORD-617,2025-01-07,Enterprise,525,0.4048
ORD-618,2025-01-26,Enterprise,519,0.4374
ORD-619,2025-01-17,Enterprise,453,0.366
ORD-620,2025-01-06,Enterprise,578,0.3985
ORD-621,2025-01-16,Enterprise,493,0.4539
ORD-622,2025-01-08,Enterprise,420,0.3876
ORD-623,2025-01-05,Enterprise,572,0.3935
ORD-624,2025-01-24,Enterprise,463,0.3724
ORD-625,2025-01-14,Enterprise,648,0.406
ORD-626,2025-01-28,Enterprise,419,0.45
ORD-627,2025-01-05,Enterprise,548,0.4054
ORD-628,2025-01-09,Enterprise,369,0.3955
ORD-629,2025-01-20,Enterprise,512,0.3971
ORD-630,2025-01-07,Enterprise,622,0.42
ORD-631,2025-01-19,Enterprise,669,0.3632
ORD-632,2025-01-23,Enterprise,458,0.4103
ORD-633,2025-01-24,Enterprise,485,0.3927
ORD-634,2025-01-16,Enterprise,542,0.4425
ORD-635,2025-01-04,Enterprise,404,0.4351
ORD-636,2025-01-13,Enterprise,415,0.3857
ORD-637,2025-01-18,Enterprise,477,0.3679
ORD-638,2025-01-05,Enterprise,488,0.4043
ORD-639,2025-01-17,Enterprise,464,0.4277
ORD-640,2025-01-09,Enterprise,611,0.4091
ORD-641,2025-01-28,Enterprise,487,0.4126
ORD-642,2025-01-26,Enterprise,423,0.4013
ORD-643,2025-01-27,Enterprise,567,0.403
ORD-644,2025-01-07,Enterprise,523,0.4134
ORD-645,2025-01-03,Enterprise,458,0.3769
ORD-646,2025-01-20,Enterprise,598,0.3986
ORD-647,2025-01-03,Enterprise,487,0.4009
ORD-648,2025-01-26,Enterprise,504,0.403
ORD-649,2025-01-22,Enterprise,529,0.4428
ORD-650,2025-01-12,Enterprise,516,0.4106
ORD-651,2025-01-05,Enterprise,504,0.3993
ORD-652,2025-01-28,Enterprise,430,0.4094
ORD-653,2025-01-23,Enterprise,499,0.4355
ORD-654,2025-01-19,Enterprise,462,0.417
ORD-655,2025-01-04,Enterprise,550,0.391
ORD-656,2025-01-09,Enterprise,488,0.4025
ORD-657,2025-01-27,Enterprise,582,0.4066
ORD-658,2025-01-06,Enterprise,644,0.3638
ORD-659,2025-01-10,Enterprise,458,0.4404
ORD-660,2025-01-01,Enterprise,417,0.3859
ORD-661,2025-01-14,Enterprise,563,0.396
ORD-662,2025-01-02,Enterprise,376,0.398
ORD-663,2025-01-27,Enterprise,479,0.407
ORD-664,2025-01-05,Enterprise,509,0.4219
ORD-665,2025-01-08,Enterprise,482,0.3997
ORD-666,2025-01-26,Enterprise,358,0.4068
ORD-667,2025-01-11,Enterprise,494,0.3689
ORD-668,2025-01-18,Enterprise,495,0.4074
ORD-669,2025-01-28,Enterprise,336,0.4301
ORD-670,2025-01-12,Enterprise,511,0.4312
ORD-671,2025-01-01,Enterprise,395,0.3765
ORD-672,2025-01-20,Enterprise,453,0.4317
ORD-673,2025-01-09,Enterprise,504,0.4084
ORD-674,2025-01-11,Enterprise,648,0.3973
ORD-675,2025-01-05,Enterprise,393,0.3894
ORD-676,2025-01-05,Enterprise,450,0.39
ORD-677,2025-01-09,Enterprise,463,0.3989
ORD-678,2025-01-01,Enterprise,566,0.3895
ORD-679,2025-01-09,Enterprise,342,0.3589
ORD-680,2025-01-15,Enterprise,531,0.3851
ORD-681,2025-01-13,Enterprise,507,0.4067
ORD-682,2025-01-18,Enterprise,532,0.3893
ORD-683,2025-01-19,Enterprise,565,0.3741
ORD-684,2025-01-07,Enterprise,474,0.3849
ORD-685,2025-01-07,Enterprise,493,0.3799
ORD-686,2025-01-04,Enterprise,662,0.4094
ORD-687,2025-01-10,Enterprise,475,0.4144
ORD-688,2025-01-10,Enterprise,617,0.3764
ORD-689,2025-01-19,Enterprise,385,0.3705
ORD-690,2025-01-21,Enterprise,377,0.4062
ORD-691,2025-01-12,Enterprise,560,0.3829
ORD-692,2025-01-13,Enterprise,574,0.4148
ORD-693,2025-01-02,Enterprise,517,0.3999
ORD-694,2025-01-11,Enterprise,517,0.3987
ORD-695,2025-01-18,Enterprise,466,0.398
ORD-696,2025-01-09,Enterprise,315,0.4301
ORD-697,2025-01-21,Enterprise,420,0.398
ORD-698,2025-01-21,Enterprise,510,0.4312
ORD-699,2025-01-12,Enterprise,446,0.3784
ORD-700,2025-01-10,SMB,546,0.1165
ORD-701,2025-01-15,SMB,562,0.1004
ORD-702,2025-01-26,SMB,547,0.1153
ORD-703,2025-01-15,SMB,469,0.1027
ORD-704,2025-01-18,SMB,651,0.0919
ORD-705,2025-01-22,SMB,482,0.0784
ORD-706,2025-01-23,SMB,389,0.093
ORD-707,2025-01-26,SMB,440,0.1
ORD-708,2025-01-19,SMB,659,0.1059
ORD-709,2025-01-27,SMB,605,0.0756
ORD-710,2025-01-22,SMB,490,0.11
ORD-711,2025-01-19,SMB,330,0.0751
ORD-712,2025-01-11,SMB,472,0.0676
ORD-713,2025-01-03,SMB,548,0.115
ORD-714,2025-01-27,SMB,472,0.097
ORD-715,2025-01-15,SMB,480,0.1266
ORD-716,2025-01-08,SMB,370,0.0941
ORD-717,2025-01-22,SMB,473,0.0879
ORD-718,2025-01-10,SMB,526,0.1202
ORD-719,2025-01-07,SMB,366,0.0859
ORD-720,2025-01-16,SMB,674,0.074
ORD-721,2025-01-17,SMB,430,0.1162
ORD-722,2025-01-19,SMB,481,0.1104
ORD-723,2025-01-09,SMB,475,0.1108
ORD-724,2025-01-19,SMB,445,0.1084
ORD-725,2025-01-25,SMB,541,0.1095
ORD-726,2025-01-01,SMB,471,0.0915
ORD-727,2025-01-09,SMB,487,0.1198
ORD-728,2025-01-14,SMB,542,0.1211
ORD-729,2025-01-16,SMB,433,0.0792
ORD-730,2025-01-11,SMB,477,0.111
ORD-731,2025-01-27,SMB,571,0.1045
ORD-732,2025-01-12,SMB,564,0.1195
ORD-733,2025-01-25,SMB,531,0.1293
ORD-734,2025-01-23,SMB,405,0.1047
ORD-735,2025-01-02,SMB,499,0.0661
ORD-736,2025-01-18,SMB,433,0.1094
ORD-737,2025-01-06,SMB,448,0.1348
ORD-738,2025-01-26,SMB,567,0.0985
ORD-739,2025-01-16,SMB,517,0.05
ORD-740,2025-01-27,SMB,414,0.054
ORD-741,2025-01-10,SMB,438,0.1109
ORD-742,2025-01-28,SMB,492,0.1253
ORD-743,2025-01-15,SMB,563,0.082
ORD-744,2025-01-25,SMB,366,0.0952
ORD-745,2025-01-17,SMB,441,0.0835
ORD-746,2025-01-16,SMB,546,0.1111
ORD-747,2025-01-13,SMB,446,0.0651
ORD-748,2025-01-17,SMB,459,0.1179
ORD-749,2025-01-18,SMB,570,0.1085
ORD-750,2025-01-14,SMB,443,0.1115
ORD-751,2025-01-22,SMB,456,0.1041
ORD-752,2025-01-04,SMB,410,0.113
ORD-753,2025-01-07,SMB,610,0.0938
ORD-754,2025-01-09,SMB,525,0.1326
ORD-755,2025-01-27,SMB,506,0.1074
ORD-756,2025-01-18,SMB,414,0.0957
ORD-757,2025-01-07,SMB,589,0.1409
ORD-758,2025-01-23,SMB,374,0.1296
ORD-759,2025-01-26,SMB,548,0.0904
ORD-760,2025-01-17,SMB,404,0.1012
ORD-761,2025-01-04,SMB,478,0.1203
ORD-762,2025-01-28,SMB,579,0.1019
ORD-763,2025-01-06,SMB,504,0.1312
ORD-764,2025-01-05,SMB,558,0.0898
ORD-765,2025-01-18,SMB,575,0.1135
ORD-766,2025-01-16,SMB,428,0.1074
ORD-767,2025-01-24,SMB,573,0.1384
ORD-768,2025-01-17,SMB,518,0.1044
ORD-769,2025-01-10,SMB,613,0.1182
ORD-770,2025-01-18,SMB,549,0.15
ORD-771,2025-01-26,SMB,498,0.1073
ORD-772,2025-01-20,SMB,481,0.1185
ORD-773,2025-01-21,SMB,403,0.0957
ORD-774,2025-01-07,SMB,448,0.0964
ORD-775,2025-01-14,SMB,527,0.1207
ORD-776,2025-01-20,SMB,515,0.0971
ORD-777,2025-01-10,SMB,464,0.0635
ORD-778,2025-01-02,SMB,565,0.1091
ORD-779,2025-01-25,SMB,407,0.0895
ORD-780,2025-01-25,SMB,415,0.1031
ORD-781,2025-01-15,SMB,587,0.103
ORD-782,2025-01-19,SMB,505,0.0731
ORD-783,2025-01-27,SMB,425,0.0871
ORD-784,2025-01-11,SMB,392,0.1193
ORD-785,2025-01-25,SMB,565,0.102
ORD-786,2025-01-08,SMB,559,0.1412
ORD-787,2025-01-26,SMB,489,0.1074
ORD-788,2025-01-27,SMB,408,0.0705
ORD-789,2025-01-09,SMB,492,0.0862
ORD-790,2025-01-03,SMB,489,0.1243
ORD-791,2025-01-07,SMB,546,0.0914
ORD-792,2025-01-15,SMB,468,0.0804
ORD-793,2025-01-03,SMB,438,0.1199
ORD-794,2025-01-13,SMB,539,0.1192
ORD-795,2025-01-24,SMB,526,0.0937
ORD-796,2025-01-07,SMB,484,0.0664
ORD-797,2025-01-01,SMB,530,0.1029
ORD-798,2025-01-04,SMB,473,0.1034
ORD-799,2025-01-28,SMB,503,0.0956
ORD-800,2025-01-08,SMB,428,0.1006
ORD-801,2025-01-24,SMB,479,0.1228
ORD-802,2025-01-09,SMB,494,0.0553
ORD-803,2025-01-08,SMB,494,0.0945
ORD-804,2025-01-17,SMB,495,0.089
ORD-805,2025-01-05,SMB,464,0.1374
ORD-806,2025-01-11,SMB,509,0.1088
ORD-807,2025-01-10,SMB,723,0.0951
ORD-808,2025-01-27,SMB,416,0.0854
ORD-809,2025-01-10,SMB,436,0.1087
ORD-810,2025-01-08,SMB,550,0.088
ORD-811,2025-01-09,SMB,652,0.0709
ORD-812,2025-01-16,SMB,487,0.1079
ORD-813,2025-01-25,SMB,548,0.1074
ORD-814,2025-01-17,SMB,412,0.1374
ORD-815,2025-01-11,SMB,405,0.1215
ORD-816,2025-01-26,SMB,641,0.1008
ORD-817,2025-01-14,SMB,412,0.1176
ORD-818,2025-01-27,SMB,412,0.0671
ORD-819,2025-01-20,SMB,447,0.0825
ORD-820,2025-01-12,SMB,477,0.0769
ORD-821,2025-01-24,SMB,416,0.1045
ORD-822,2025-01-16,SMB,291,0.1364
ORD-823,2025-01-22,SMB,469,0.1184
ORD-824,2025-01-15,SMB,432,0.112
ORD-825,2025-01-18,SMB,522,0.1204
ORD-826,2025-01-14,SMB,685,0.134
ORD-827,2025-01-12,SMB,566,0.0604
ORD-828,2025-01-21,SMB,492,0.1051
ORD-829,2025-01-04,SMB,577,0.104
ORD-830,2025-01-16,SMB,410,0.0943
ORD-831,2025-01-17,SMB,591,0.1151
ORD-832,2025-01-28,SMB,538,0.1201
ORD-833,2025-01-23,SMB,451,0.0949
ORD-834,2025-01-22,SMB,449,0.0631
ORD-835,2025-01-16,SMB,482,0.104
ORD-836,2025-01-15,SMB,449,0.0915
ORD-837,2025-01-09,SMB,415,0.0839
ORD-838,2025-01-13,SMB,382,0.0872
ORD-839,2025-01-13,SMB,454,0.0741
ORD-840,2025-01-22,SMB,542,0.1005
ORD-841,2025-01-09,SMB,597,0.0971
ORD-842,2025-01-11,SMB,470,0.0843
ORD-843,2025-01-11,SMB,383,0.1099
ORD-844,2025-01-04,SMB,423,0.1049
ORD-845,2025-01-05,SMB,512,0.1013
ORD-846,2025-01-15,SMB,488,0.1097
ORD-847,2025-01-24,SMB,494,0.1041
ORD-848,2025-01-14,SMB,528,0.1039
ORD-849,2025-01-01,SMB,425,0.132
ORD-850,2025-01-15,SMB,543,0.0708
ORD-851,2025-01-01,SMB,512,0.1271
ORD-852,2025-01-13,SMB,475,0.0807
ORD-853,2025-01-12,SMB,481,0.1225
ORD-854,2025-01-17,SMB,479,0.0778
ORD-855,2025-01-24,SMB,406,0.0739
ORD-856,2025-01-05,SMB,409,0.0914
ORD-857,2025-01-23,SMB,527,0.0993
ORD-858,2025-01-06,SMB,507,0.0811
ORD-859,2025-01-22,SMB,584,0.1124
ORD-860,2025-01-15,SMB,532,0.1393
ORD-861,2025-01-10,SMB,523,0.089
ORD-862,2025-01-16,SMB,383,0.093
ORD-863,2025-01-17,SMB,489,0.0952
ORD-864,2025-01-01,SMB,587,0.101
ORD-865,2025-01-11,SMB,354,0.1201
ORD-866,2025-01-13,SMB,423,0.0651
ORD-867,2025-01-16,SMB,432,0.0566
ORD-868,2025-01-18,SMB,527,0.0917
ORD-869,2025-01-21,SMB,519,0.1
ORD-870,2025-01-10,SMB,482,0.102
ORD-871,2025-01-20,SMB,491,0.1
ORD-872,2025-01-27,SMB,548,0.0694
ORD-873,2025-01-12,SMB,316,0.1103
ORD-874,2025-01-18,SMB,458,0.126
ORD-875,2025-01-05,SMB,537,0.1409
ORD-876,2025-01-18,SMB,534,0.1265
ORD-877,2025-01-27,SMB,514,0.0987
ORD-878,2025-01-12,SMB,587,0.1032
ORD-879,2025-01-17,SMB,576,0.0911
ORD-880,2025-01-13,SMB,440,0.096
ORD-881,2025-01-09,SMB,489,0.0585
ORD-882,2025-01-19,SMB,472,0.0879
ORD-883,2025-01-23,SMB,541,0.0951
ORD-884,2025-01-13,SMB,490,0.0991
ORD-885,2025-01-20,SMB,604,0.1322
ORD-886,2025-01-21,SMB,488,0.1063
ORD-887,2025-01-06,SMB,426,0.0938
ORD-888,2025-01-16,SMB,488,0.0745
ORD-889,2025-01-03,SMB,566,0.0814
ORD-890,2025-01-21,SMB,606,0.0757
ORD-891,2025-01-16,SMB,405,0.094
ORD-892,2025-01-11,SMB,539,0.0995
ORD-893,2025-01-06,SMB,412,0.043
ORD-894,2025-01-10,SMB,479,0.108
ORD-895,2025-01-09,SMB,489,0.1197
ORD-896,2025-01-11,SMB,569,0.1005
ORD-897,2025-01-24,SMB,576,0.0961
ORD-898,2025-01-15,SMB,523,0.127
ORD-899,2025-01-09,SMB,616,0.0898
ORD-900,2025-01-24,SMB,438,0.0893
ORD-901,2025-01-10,SMB,531,0.1015
ORD-902,2025-01-12,SMB,544,0.1035
ORD-903,2025-01-25,SMB,484,0.1131
ORD-904,2025-01-05,SMB,492,0.0596
ORD-905,2025-01-18,SMB,465,0.1453
ORD-906,2025-01-23,SMB,544,0.0908
ORD-907,2025-01-11,SMB,473,0.1047
ORD-908,2025-01-16,SMB,542,0.1126
ORD-909,2025-01-10,SMB,488,0.1083
ORD-910,2025-01-07,SMB,561,0.1094
ORD-911,2025-01-25,SMB,542,0.133
ORD-912,2025-01-11,SMB,496,0.1244
ORD-913,2025-01-12,SMB,346,0.1054
ORD-914,2025-01-03,SMB,403,0.0702
ORD-915,2025-01-01,SMB,536,0.0885
ORD-916,2025-01-23,SMB,438,0.1062
ORD-917,2025-01-27,SMB,449,0.1132
ORD-918,2025-01-08,SMB,487,0.1286
ORD-919,2025-01-10,SMB,545,0.0602
ORD-920,2025-01-11,SMB,353,0.0761
ORD-921,2025-01-03,SMB,527,0.0999
ORD-922,2025-01-06,SMB,607,0.0723
ORD-923,2025-01-18,SMB,595,0.1092
ORD-924,2025-01-06,SMB,581,0.1314
ORD-925,2025-01-02,SMB,567,0.1182
ORD-926,2025-01-03,SMB,446,0.1232
ORD-927,2025-01-27,SMB,436,0.1208
ORD-928,2025-01-20,SMB,570,0.1148
ORD-929,2025-01-09,SMB,474,0.092
ORD-930,2025-01-23,SMB,474,0.1217
ORD-931,2025-01-06,SMB,475,0.1291
ORD-932,2025-01-18,SMB,503,0.082
ORD-933,2025-01-13,SMB,650,0.1061
ORD-934,2025-01-26,SMB,423,0.1046
ORD-935,2025-01-07,SMB,551,0.0392
ORD-936,2025-01-21,SMB,511,0.0849
ORD-937,2025-01-28,SMB,471,0.0902
ORD-938,2025-01-06,SMB,478,0.1239
ORD-939,2025-01-10,SMB,467,0.1044
ORD-940,2025-01-16,SMB,395,0.1003
ORD-941,2025-01-02,SMB,448,0.1159
ORD-942,2025-01-22,SMB,420,0.0927
ORD-943,2025-01-21,SMB,654,0.1246
ORD-944,2025-01-01,SMB,471,0.0732
ORD-945,2025-01-23,SMB,541,0.124
ORD-946,2025-01-14,SMB,455,0.1143
ORD-947,2025-01-01,SMB,572,0.1195
ORD-948,2025-01-11,SMB,422,0.1051
ORD-949,2025-01-06,SMB,454,0.0652
ORD-950,2025-01-02,SMB,457,0.0754
ORD-951,2025-01-15,SMB,535,0.0872
ORD-952,2025-01-05,SMB,530,0.0827
ORD-953,2025-01-05,SMB,409,0.0858
ORD-954,2025-01-23,SMB,490,0.1203
ORD-955,2025-01-24,SMB,511,0.1242
ORD-956,2025-01-14,SMB,433,0.1173
ORD-957,2025-01-18,SMB,622,0.1027
ORD-958,2025-01-27,SMB,505,0.1009
ORD-959,2025-01-25,SMB,479,0.1196
ORD-960,2025-01-20,SMB,488,0.0999
ORD-961,2025-01-14,SMB,573,0.0859
ORD-962,2025-01-09,SMB,613,0.1055
ORD-963,2025-01-14,SMB,426,0.1027
ORD-964,2025-01-09,SMB,452,0.1123
ORD-965,2025-01-21,SMB,532,0.1142
ORD-966,2025-01-02,SMB,435,0.1192
ORD-967,2025-01-19,SMB,499,0.1029
ORD-968,2025-01-27,SMB,455,0.0619
ORD-969,2025-01-18,SMB,574,0.1271
ORD-970,2025-01-20,SMB,603,0.0694
ORD-971,2025-01-05,SMB,442,0.0834
ORD-972,2025-01-14,SMB,469,0.1044
ORD-973,2025-01-18,SMB,575,0.086
ORD-974,2025-01-27,SMB,464,0.1032
ORD-975,2025-01-10,SMB,408,0.1305
ORD-976,2025-01-04,SMB,519,0.1401
ORD-977,2025-01-16,SMB,563,0.0784
ORD-978,2025-01-17,SMB,439,0.0836
ORD-979,2025-01-19,SMB,378,0.0759
ORD-980,2025-01-27,SMB,524,0.1017
ORD-981,2025-01-09,SMB,501,0.1023
ORD-982,2025-01-25,SMB,434,0.1024
ORD-983,2025-01-21,SMB,611,0.0607
ORD-984,2025-01-10,SMB,460,0.0893
ORD-985,2025-01-10,SMB,496,0.0859
ORD-986,2025-01-09,SMB,539,0.1314
ORD-987,2025-01-08,SMB,408,0.1042
ORD-988,2025-01-19,SMB,464,0.1103
ORD-989,2025-01-23,SMB,471,0.1074
ORD-990,2025-01-28,SMB,444,0.0904
ORD-991,2025-01-26,SMB,448,0.147
ORD-992,2025-01-28,SMB,426,0.1039
ORD-993,2025-01-14,SMB,431,0.0986
ORD-994,2025-01-18,SMB,430,0.117
ORD-995,2025-01-18,SMB,372,0.0981
ORD-996,2025-01-08,SMB,461,0.1222
ORD-997,2025-01-06,SMB,412,0.1335
ORD-998,2025-01-15,SMB,442,0.11
ORD-999,2025-01-08,SMB,556,0.0547
ORD-1000,2025-02-07,Enterprise,542,0.394
ORD-1001,2025-02-07,Enterprise,469,0.4217
ORD-1002,2025-02-10,Enterprise,396,0.3712
ORD-1003,2025-02-03,Enterprise,590,0.3811
ORD-1004,2025-02-02,Enterprise,499,0.4001
ORD-1005,2025-02-23,Enterprise,393,0.3892
ORD-1006,2025-02-09,Enterprise,527,0.4249
ORD-1007,2025-02-22,Enterprise,479,0.429
ORD-1008,2025-02-10,Enterprise,363,0.4116
ORD-1009,2025-02-06,Enterprise,375,0.3603
ORD-1010,2025-02-03,Enterprise,470,0.369
ORD-1011,2025-02-20,Enterprise,470,0.38
ORD-1012,2025-02-08,Enterprise,444,0.3626
ORD-1013,2025-02-21,Enterprise,422,0.4119
ORD-1014,2025-02-16,Enterprise,534,0.3866
ORD-1015,2025-02-15,Enterprise,547,0.3739
ORD-1016,2025-02-07,Enterprise,571,0.3999
ORD-1017,2025-02-05,Enterprise,363,0.4099
ORD-1018,2025-02-18,Enterprise,371,0.4002
ORD-1019,2025-02-17,Enterprise,325,0.386
ORD-1020,2025-02-22,Enterprise,656,0.435
ORD-1021,2025-02-16,Enterprise,514,0.3937
ORD-1022,2025-02-02,Enterprise,525,0.3978
ORD-1023,2025-02-22,Enterprise,527,0.383
ORD-1024,2025-02-28,Enterprise,530,0.381
ORD-1025,2025-02-24,Enterprise,443,0.3967
ORD-1026,2025-02-16,Enterprise,465,0.3897
ORD-1027,2025-02-08,Enterprise,516,0.4234
ORD-1028,2025-02-06,Enterprise,499,0.3953
ORD-1029,2025-02-23,Enterprise,423,0.4112
ORD-1030,2025-02-13,Enterprise,601,0.3852
ORD-1031,2025-02-17,Enterprise,438,0.3865
ORD-1032,2025-02-14,Enterprise,464,0.3863
ORD-1033,2025-02-23,Enterprise,489,0.4061
ORD-1034,2025-02-02,Enterprise,342,0.405
ORD-1035,2025-02-03,Enterprise,330,0.3837
ORD-1036,2025-02-13,Enterprise,542,0.4237
ORD-1037,2025-02-20,Enterprise,556,0.3854
ORD-1038,2025-02-04,Enterprise,548,0.3976
ORD-1039,2025-02-28,Enterprise,411,0.4073
ORD-1040,2025-02-05,Enterprise,581,0.4089
ORD-1041,2025-02-27,Enterprise,501,0.4102
ORD-1042,2025-02-28,Enterprise,480,0.3969
ORD-1043,2025-02-15,Enterprise,520,0.4214
ORD-1044,2025-02-09,Enterprise,491,0.4394
ORD-1045,2025-02-04,Enterprise,502,0.4139
ORD-1046,2025-02-07,Enterprise,470,0.3808
ORD-1047,2025-02-15,Enterprise,493,0.4112
ORD-1048,2025-02-14,Enterprise,444,0.4149
ORD-1049,2025-02-28,Enterprise,326,0.3715
ORD-1050,2025-02-28,Enterprise,429,0.4004
ORD-1051,2025-02-06,Enterprise,523,0.431
ORD-1052,2025-02-18,Enterprise,560,0.3596
ORD-1053,2025-02-21,Enterprise,593,0.4324
ORD-1054,2025-02-27,Enterprise,527,0.4062
ORD-1055,2025-02-22,Enterprise,425,0.3999
ORD-1056,2025-02-04,Enterprise,533,0.363
ORD-1057,2025-02-19,Enterprise,470,0.4348
ORD-1058,2025-02-16,Enterprise,488,0.4129
ORD-1059,2025-02-17,Enterprise,387,0.4373
ORD-1060,2025-02-19,Enterprise,503,0.4006
ORD-1061,2025-02-25,Enterprise,473,0.3746
ORD-1062,2025-02-05,Enterprise,436,0.427
ORD-1063,2025-02-25,Enterprise,410,0.3743
ORD-1064,2025-02-12,Enterprise,549,0.3737
ORD-1065,2025-02-03,Enterprise,572,0.4197
ORD-1066,2025-02-21,Enterprise,529,0.4027
ORD-1067,2025-02-04,Enterprise,426,0.378
ORD-1068,2025-02-06,Enterprise,513,0.3941
ORD-1069,2025-02-26,Enterprise,595,0.425
ORD-1070,2025-02-09,Enterprise,474,0.39
ORD-1071,2025-02-09,Enterprise,482,0.379
ORD-1072,2025-02-24,Enterprise,547,0.404
ORD-1073,2025-02-12,Enterprise,435,0.3995
ORD-1074,2025-02-25,Enterprise,553,0.4176
ORD-1075,2025-02-15,Enterprise,486,0.3986
ORD-1076,2025-02-26,Enterprise,593,0.369
ORD-1077,2025-02-24,Enterprise,586,0.4003
ORD-1078,2025-02-18,Enterprise,582,0.4377
ORD-1079,2025-02-01,Enterprise,506,0.3866
ORD-1080,2025-02-20,Enterprise,540,0.4013
ORD-1081,2025-02-26,Enterprise,535,0.4031
ORD-1082,2025-02-15,Enterprise,363,0.435
ORD-1083,2025-02-23,Enterprise,458,0.3624
ORD-1084,2025-02-16,Enterprise,667,0.3886
ORD-1085,2025-02-19,Enterprise,594,0.3943
ORD-1086,2025-02-09,Enterprise,579,0.392
ORD-1087,2025-02-12,Enterprise,475,0.415
ORD-1088,2025-02-04,Enterprise,556,0.4159
ORD-1089,2025-02-24,Enterprise,498,0.3752
ORD-1090,2025-02-25,Enterprise,473,0.4205
ORD-1091,2025-02-10,Enterprise,425,0.4134
ORD-1092,2025-02-07,Enterprise,528,0.4011
ORD-1093,2025-02-09,Enterprise,417,0.4075
ORD-1094,2025-02-16,Enterprise,496,0.4008
ORD-1095,2025-02-22,Enterprise,684,0.3796
ORD-1096,2025-02-06,Enterprise,625,0.3779
ORD-1097,2025-02-05,Enterprise,448,0.3781
